atr_bpn_id,NIK,asset_type,certificate_type,certificate_number,provinsi,kota,kecamatan,kelurahan,land_area_m2,building_area_m2,nilai_tanah_per_m2,nilai_bangunan_per_m2,nilai_tanah_total,nilai_bangunan_total,total_collateral_value,ownership_match
ATR002144,3276012005762144,Rumah,SHM,48456/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,374.4,306.3,41500000,6500000,15537600000,1990950000,17528550000,Ya
ATR002145,3671010104952145,Ruko,SHM,10611/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,236.6,280.7,24190000,5810000,5723354000,1630867000,7354221000,Ya
ATR002146,3173015107782146,Gudang,HGB,25216/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,155.3,84.2,43550000,5850000,6763315000,492570000,7255885000,Ya
ATR002147,3271014104962147,Ruko,HGB,95311/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,138.8,169.5,8250000,3450000,1145100000,584775000,1729875000,Ya
ATR002148,3671015810772148,Gudang,HGB,45299/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,221.3,180.0,9560000,3200000,2115628000,576000000,2691628000,Ya
ATR002149,3674015608772149,Tanah,HGB,72002/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,177.2,0.0,9990000,3750000,1770228000,0,1770228000,Ya
ATR002150,3276015605782150,Ruko,HGB,79816/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,107.6,98.0,6460000,3080000,695096000,301840000,996936000,Ya
ATR002151,3172010703032151,Rumah,HGB,60638/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,319.3,268.8,7270000,3630000,2321311000,975744000,3297055000,Ya
ATR002152,3671012805802152,Gudang,SHM,99941/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,220.0,178.3,21180000,5210000,4659600000,928943000,5588543000,Ya
ATR002153,3173011304842153,Tanah,HGB,27305/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,348.7,0.0,10010000,3240000,3490487000,0,3490487000,Ya
ATR002154,3175012903912154,Ruko,SHM,98384/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,274.3,203.3,7700000,4019999,2112110000,817266000,2929376000,Ya
ATR002155,3671010508982155,Tanah,HGB,42747/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,376.0,0.0,47940000,6470000,18025440000,0,18025440000,Ya
ATR002156,3671014612872156,Ruko,HGB,92254/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,139.6,128.0,14430000,3950000,2014428000,505600000,2520028000,Ya
ATR002157,3175010912962157,Rumah,HGB,27644/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,114.3,75.9,32600000,4950000,3726180000,375705000,4101885000,Ya
ATR002158,3671015101962158,Ruko,SHM,35527/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,274.0,350.9,42720000,5310000,11705280000,1863279000,13568559000,Ya
ATR002159,3671015412922159,Rumah,HGB,55120/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,368.2,415.1,29030000,5190000,10688846000,2154369000,12843215000,Ya
ATR002160,3275013110782160,Tanah,HGB,82779/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,91.0,0.0,8960000,3840000,815360000,0,815360000,Tidak
ATR002161,3271011502022161,Gudang,HGB,59564/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,148.5,76.4,18250000,4780000,2710125000,365192000,3075317000,Ya
ATR002162,3172012807862162,Gudang,HGB,56822/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,125.9,89.3,9030000,3610000,1136877000,322373000,1459250000,Ya
ATR002163,3171015006812163,Tanah,HGB,83065/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,221.1,0.0,9810000,3890000,2168991000,0,2168991000,Ya
ATR002164,3275014109802164,Gudang,HGB,13207/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,173.1,201.7,25170000,5370000,4356927000,1083129000,5440056000,Ya
ATR002165,3671015404012165,Ruko,HGB,75662/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,221.7,167.3,9300000,4330000,2061810000,724409000,2786219000,Ya
ATR002166,3671016608742166,Rumah,HGB,50616/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,327.7,421.9,5990000,3600000,1962923000,1518840000,3481763000,Ya
ATR002167,3175011204822167,Rumah,SHM,15893/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,73.8,60.7,13570000,3410000,1001466000,206987000,1208453000,Ya
ATR002168,3671016703992168,Tanah,HGB,56183/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,230.5,0.0,50040000,5250000,11534220000,0,11534220000,Ya
ATR002169,3674015412682169,Rumah,HGB,54639/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,291.2,301.5,18120000,4610000,5276544000,1389915000,6666459000,Ya
ATR002170,3174014704012170,Tanah,HGB,91488/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,220.2,0.0,21330000,4720000,4696866000,0,4696866000,Ya
ATR002171,3271011607922171,Rumah,HGB,93287/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,190.6,161.2,13730000,3510000,2616938000,565812000,3182750000,Ya
ATR002172,3271011505702172,Rumah,HGB,10793/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,223.3,223.1,13190000,3830000,2945327000,854473000,3799800000,Ya
ATR002173,3172017011972173,Ruko,HGB,58742/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,199.2,159.3,28190000,5710000,5615448000,909603000,6525051000,Ya
ATR002174,3671010703722174,Rumah,HGB,37788/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,96.8,81.5,39580000,6210000,3831344000,506115000,4337459000,Ya
ATR002175,3671011812802175,Rumah,HGB,89083/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,237.6,120.2,11340000,4210000,2694384000,506042000,3200426000,Ya
ATR002176,3671015506982176,Ruko,SHM,78494/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,392.6,470.8,25860000,4580000,10152636000,2156264000,12308900000,Ya
ATR002177,3172016002932177,Ruko,SHM,35929/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,369.8,427.7,48860000,7470000,18068428000,3194919000,21263347000,Ya
ATR002178,3671016112972178,Ruko,HGB,95846/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,306.2,375.5,8289999,4040000,2538398000,1517020000,4055418000,Ya
ATR002179,3174011011792179,Rumah,HGB,31434/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,392.0,284.2,10220000,3290000,4006240000,935018000,4941258000,Ya
ATR002180,3171014510762180,Ruko,SHM,97185/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,240.9,212.5,16510000,4780000,3977259000,1015750000,4993009000,Ya
ATR002181,3175012809682181,Tanah,SHM,47855/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,248.0,0.0,11110000,4550000,2755280000,0,2755280000,Ya
ATR002182,3276016311742182,Ruko,HGB,70557/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,127.9,88.7,29230000,5060000,3738517000,448822000,4187339000,Ya
ATR002183,3671011109832183,Tanah,SHM,24148/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,356.6,0.0,31910000,5630000,11379106000,0,11379106000,Ya
ATR002184,3674016807682184,Rumah,HGB,48602/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,296.0,187.4,8690000,3330000,2572240000,624042000,3196282000,Ya
ATR002185,3671016103972185,Rumah,HGB,81500/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,179.2,212.7,10660000,4080000,1910272000,867816000,2778088000,Ya
ATR002186,3276016702902186,Ruko,HGB,89116/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,299.6,366.7,27450000,5480000,8224020000,2009516000,10233536000,Ya
ATR002187,3173015902872187,Rumah,HGB,39275/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,237.1,211.0,40940000,6340000,9706874000,1337740000,11044614000,Ya
ATR002188,3671014808912188,Ruko,HGB,71646/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,339.2,287.8,8720000,4130000,2957824000,1188614000,4146438000,Ya
ATR002189,3171010310812189,Gudang,SHM,93344/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,94.1,94.8,17820000,4690000,1676862000,444612000,2121474000,Tidak
ATR002190,3671015607872190,Ruko,HGB,77735/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,355.0,178.1,24100000,5700000,8555500000,1015170000,9570670000,Ya
ATR002191,3271017007712191,Ruko,HGB,20681/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,264.5,260.5,8640000,4040000,2285280000,1052420000,3337700000,Ya
ATR002192,3172016705962192,Ruko,SHM,79002/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,218.0,283.0,7980000,3250000,1739640000,919750000,2659390000,Ya
ATR002193,3671016303842193,Ruko,HGB,50255/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,336.8,377.7,7610000,3610000,2563048000,1363497000,3926545000,Ya
ATR002194,3271012304002194,Rumah,SHM,80735/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,353.1,428.9,24520000,4710000,8658012000,2020119000,10678131000,Tidak
ATR002195,3276014106972195,Tanah,HGB,93162/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,355.2,0.0,27950000,5800000,9927840000,0,9927840000,Ya
ATR002196,3175012710902196,Tanah,SHM,68592/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,279.8,0.0,27370000,4590000,7658126000,0,7658126000,Ya
ATR002197,3671010707862197,Ruko,SHM,52111/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,231.8,236.0,7510000,3390000,1740818000,800040000,2540858000,Ya
ATR002198,3671012604772198,Ruko,SHM,65039/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,154.8,97.1,10900000,4570000,1687320000,443747000,2131067000,Ya
ATR002199,3674015512822199,Rumah,HGB,49215/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,151.6,147.4,28930000,4930000,4385788000,726682000,5112470000,Ya
ATR002200,3275010408922200,Tanah,HGB,54041/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,327.0,0.0,41450000,5620000,13554150000,0,13554150000,Ya
ATR002201,3271016912922201,Rumah,HGB,65503/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,340.7,360.5,7870000,3710000,2681309000,1337455000,4018764000,Ya
ATR002202,3174015201812202,Rumah,SHM,93936/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,123.7,106.2,7730000,3220000,956201000,341964000,1298165000,Ya
ATR002203,3671014301692203,Rumah,SHM,39772/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,345.8,262.4,19830000,3960000,6857214000,1039104000,7896318000,Ya
ATR002204,3271016807982204,Rumah,SHM,69116/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,111.9,63.4,46910000,5950000,5249229000,377230000,5626459000,Ya
ATR002205,3173010509862205,Tanah,SHM,55685/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,183.5,0.0,11230000,4000000,2060705000,0,2060705000,Ya
ATR002206,3671010704842206,Gudang,SHM,32419/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,177.1,186.8,8080000,3760000,1430968000,702368000,2133336000,Tidak
ATR002207,3674016109802207,Ruko,HGB,52963/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,150.7,161.7,21300000,5270000,3209910000,852159000,4062069000,Ya
ATR002208,3276016508932208,Ruko,SHM,33126/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,397.9,431.0,8520000,3740000,3390108000,1611940000,5002048000,Ya
ATR002209,3172010112762209,Ruko,SHM,33740/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,336.9,292.2,8330000,3650000,2806377000,1066530000,3872907000,Ya
ATR002210,3275015504672210,Rumah,HGB,20166/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,238.2,215.3,25190000,5940000,6000258000,1278882000,7279140000,Ya
ATR002211,3175016202962211,Ruko,SHM,70978/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,115.0,91.4,53750000,6230000,6181250000,569422000,6750672000,Ya
ATR002212,3271016801942212,Ruko,HGB,23459/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,238.2,228.1,17690000,4590000,4213758000,1046979000,5260737000,Ya
ATR002213,3276010109752213,Ruko,HGB,36366/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,302.7,256.8,23460000,4500000,7101342000,1155600000,8256942000,Ya
ATR002214,3674017103812214,Rumah,SHM,30166/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,180.8,126.8,42340000,6490000,7655072000,822932000,8478004000,Ya
ATR002215,3171010904982215,Tanah,HGB,93092/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,76.8,0.0,13260000,3410000,1018368000,0,1018368000,Ya
ATR002216,3175016209972216,Tanah,SHM,15828/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,273.4,0.0,42590000,5540000,11644106000,0,11644106000,Ya
ATR002217,3172016312962217,Tanah,HGB,60838/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,140.1,0.0,7130000,3720000,998913000,0,998913000,Ya
ATR002218,3174012906682218,Ruko,HGB,37241/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,239.7,233.0,20670000,4300000,4954599000,1001900000,5956499000,Ya
ATR002219,3671015110902219,Rumah,HGB,10269/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,69.0,75.3,11340000,4360000,782460000,328308000,1110768000,Ya
ATR002220,3174011108982220,Ruko,HGB,37270/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,214.0,194.8,19150000,4190000,4098100000,816212000,4914312000,Ya
ATR002221,3276014507812221,Ruko,HGB,46402/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,249.1,189.7,21620000,5220000,5385542000,990234000,6375776000,Ya
ATR002222,3671011202772222,Ruko,SHM,87649/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,270.9,253.4,32159999,5840000,8712144000,1479856000,10192000000,Ya
ATR002223,3671015606032223,Ruko,HGB,14945/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,290.8,348.6,8820000,3510000,2564856000,1223586000,3788442000,Ya
ATR002224,3671016310842224,Rumah,SHM,57184/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,258.1,143.7,20120000,3870000,5192972000,556119000,5749091000,Ya
ATR002225,3671010302012225,Rumah,SHM,56006/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,318.0,401.5,25990000,5660000,8264820000,2272490000,10537310000,Ya
ATR002226,3276016109972226,Rumah,SHM,97628/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,172.4,98.7,56030000,6460000,9659572000,637602000,10297174000,Ya
ATR002227,3171016602952227,Gudang,HGB,15709/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,268.2,292.4,8640000,4040000,2317248000,1181296000,3498544000,Ya
ATR002228,3671010406002228,Ruko,HGB,80252/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,384.0,457.9,15020000,3770000,5767680000,1726283000,7493963000,Ya
ATR002229,3671015102732229,Tanah,SHM,93034/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,196.6,0.0,9200000,3900000,1808720000,0,1808720000,Ya
ATR002230,3674014106732230,Ruko,SHM,53752/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,233.4,136.3,44300000,5660000,10339620000,771458000,11111078000,Tidak
ATR002231,3271010201002231,Ruko,SHM,32080/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,100.1,126.8,21930000,4780000,2195193000,606104000,2801297000,Ya
ATR002232,3276012411732232,Tanah,HGB,57211/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,299.7,0.0,17680000,4120000,5298696000,0,5298696000,Ya
ATR002233,3171012701652233,Tanah,HGB,20074/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,260.7,0.0,22860000,5520000,5959602000,0,5959602000,Ya
ATR002234,3674015211692234,Gudang,SHM,10559/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,180.5,221.1,61620000,7430000,11122410000,1642773000,12765183000,Ya
ATR002235,3671016804732235,Rumah,SHM,72032/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,103.3,119.7,15570000,4820000,1608381000,576954000,2185335000,Ya
ATR002236,3671010301672236,Ruko,SHM,35732/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,248.3,229.4,8520000,3320000,2115516000,761608000,2877124000,Ya
ATR002237,3671014101832237,Tanah,HGB,14687/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,332.9,0.0,14270000,4550000,4750483000,0,4750483000,Ya
ATR002238,3175015211702238,Rumah,SHM,38696/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,199.1,140.0,9970000,4030000,1985027000,564200000,2549227000,Ya
ATR002239,3671010506732239,Rumah,HGB,62670/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,267.3,153.1,26790000,4810000,7160967000,736411000,7897378000,Ya
ATR002240,3174010411912240,Rumah,SHM,78919/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,284.8,350.0,21360000,4560000,6083328000,1596000000,7679328000,Ya
ATR002241,3275010909892241,Ruko,SHM,90284/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,356.2,391.3,44430000,6070000,15825966000,2375191000,18201157000,Ya
ATR002242,3671015408732242,Ruko,HGB,79451/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,107.6,83.8,7250000,3410000,780100000,285758000,1065858000,Ya
ATR002243,3276015108992243,Ruko,SHM,15740/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,357.3,217.1,7210000,3450000,2576133000,748995000,3325128000,Ya
ATR002244,3671012906812244,Ruko,HGB,37328/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,269.0,328.8,10250000,3980000,2757250000,1308624000,4065874000,Ya
ATR002245,3173015405962245,Gudang,SHM,70404/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,238.6,159.1,12090000,4070000,2884674000,647537000,3532211000,Ya
ATR002246,3671012003652246,Rumah,HGB,10127/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,134.8,107.1,38370000,6830000,5172276000,731493000,5903769000,Ya
ATR002247,3271010503702247,Ruko,SHM,49843/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,316.7,348.6,6970000,3470000,2207399000,1209642000,3417041000,Ya
ATR002248,3674014405952248,Rumah,HGB,13437/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,221.6,278.4,14630000,3660000,3242008000,1018944000,4260952000,Ya
ATR002249,3671015512792249,Rumah,HGB,12034/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,348.2,450.6,57960000,7350000,20181672000,3311910000,23493582000,Ya
ATR002250,3671014611022250,Rumah,HGB,55483/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,347.1,331.6,26050000,5990000,9041955000,1986284000,11028239000,Ya
ATR002251,3671014509012251,Rumah,SHM,94610/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,243.2,208.4,27530000,5250000,6695296000,1094100000,7789396000,Ya
ATR002252,3271016103952252,Rumah,HGB,87430/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,359.9,307.9,8210000,3210000,2954779000,988359000,3943138000,Ya
ATR002253,3271010907952253,Ruko,SHM,31470/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,143.4,152.5,6160000,3820000,883344000,582550000,1465894000,Ya
ATR002254,3276016602942254,Tanah,SHM,15522/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,129.6,0.0,10850000,3420000,1406160000,0,1406160000,Ya
ATR002255,3674016909912255,Tanah,SHM,62336/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,357.5,0.0,16550000,3810000,5916625000,0,5916625000,Ya
ATR002256,3173015702682256,Ruko,SHM,14873/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,221.8,280.2,20330000,5350000,4509194000,1499070000,6008264000,Ya
ATR002257,3173011703892257,Ruko,HGB,23202/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,161.3,139.5,8710000,4139999,1404923000,577530000,1982453000,Ya
ATR002258,3671012504762258,Rumah,SHM,54548/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,306.6,170.1,25000000,4540000,7665000000,772254000,8437254000,Ya
ATR002259,3276012207732259,Tanah,SHM,49481/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,335.2,0.0,8550000,3380000,2865960000,0,2865960000,Ya
ATR002260,3173010302972260,Ruko,SHM,81773/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,186.0,120.4,39320000,5400000,7313520000,650160000,7963680000,Tidak
ATR002261,3172014405932261,Tanah,SHM,38350/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,92.7,0.0,8210000,3740000,761067000,0,761067000,Ya
ATR002262,3271014312702262,Ruko,SHM,45332/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,285.1,169.0,18300000,4210000,5217330000,711490000,5928820000,Tidak
ATR002263,3174014504752263,Ruko,SHM,93363/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,319.1,407.8,24120000,5150000,7696692000,2100170000,9796862000,Ya
ATR002264,3671016203892264,Gudang,HGB,27873/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,63.8,44.3,26340000,4780000,1680492000,211754000,1892246000,Ya
ATR002265,3271014510002265,Rumah,SHM,32388/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,361.9,381.8,38740000,5770000,14020006000,2202986000,16222992000,Ya
ATR002266,3171016304892266,Tanah,SHM,40335/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,120.2,0.0,26010000,4990000,3126402000,0,3126402000,Ya
ATR002267,3671016509712267,Ruko,SHM,11976/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,317.2,313.5,38370000,5480000,12170964000,1717980000,13888944000,Ya
ATR002268,3173015005772268,Tanah,SHM,68666/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,225.4,0.0,25690000,5000000,5790526000,0,5790526000,Ya
ATR002269,3275012712992269,Gudang,SHM,81378/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,324.2,221.5,12100000,3940000,3922820000,872710000,4795530000,Ya
ATR002270,3275010408862270,Rumah,SHM,53635/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,358.2,427.8,17740000,3850000,6354468000,1647030000,8001498000,Ya
ATR002271,3671010711822271,Ruko,HGB,84340/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,266.1,251.8,47040000,5380000,12517344000,1354684000,13872028000,Ya
ATR002272,3275010701772272,Ruko,SHM,53994/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,122.1,134.4,52340000,6910000,6390714000,928704000,7319418000,Ya
ATR002273,3674010901952273,Ruko,HGB,59890/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,198.7,211.4,20200000,5440000,4013740000,1150016000,5163756000,Ya
ATR002274,3171014805902274,Ruko,HGB,63850/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,259.8,203.4,54710000,6690000,14213658000,1360746000,15574404000,Ya
ATR002275,3671012406792275,Ruko,HGB,63464/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,297.4,251.9,16390000,4110000,4874386000,1035309000,5909695000,Ya
ATR002276,3674013107782276,Ruko,HGB,17340/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,162.3,178.4,7620000,3100000,1236726000,553040000,1789766000,Tidak
ATR002277,3275011303882277,Ruko,HGB,70079/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,230.8,284.7,9560000,3840000,2206448000,1093248000,3299696000,Ya
ATR002278,3276015709982278,Gudang,SHM,59278/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,134.8,68.4,7990000,3240000,1077052000,221616000,1298668000,Ya
ATR002279,3172015911812279,Gudang,SHM,82329/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,175.2,202.4,26680000,4960000,4674336000,1003904000,5678240000,Ya
ATR002280,3171011402772280,Tanah,HGB,15209/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,198.9,0.0,11460000,4320000,2279394000,0,2279394000,Ya
ATR002281,3671010506652281,Rumah,SHM,59377/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,179.4,209.9,39150000,6800000,7023510000,1427320000,8450830000,Tidak
ATR002282,3671012508702282,Tanah,SHM,25988/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,90.1,0.0,42180000,5770000,3800418000,0,3800418000,Ya
ATR002283,3671010107692283,Rumah,SHM,65233/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,262.6,266.7,29090000,4690000,7639034000,1250823000,8889857000,Ya
ATR002284,3674016309792284,Rumah,SHM,66272/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,299.9,288.5,33509999,5830000,10049649000,1681955000,11731604000,Ya
