slik_record_id,NIK,inquiry_date,bank_name,loan_type,plafond,outstanding_balance,installment_amount,tenor_month,collectability,collectability_label
SLK003434,3674012309802333,2024-01-29,Bank BCA,KI,25000000,12691925,560935,48,1,Lancar
SLK003435,3674012309802333,2024-12-29,Bank BRI,KMK,300000000,166346564,6451878,48,1,Lancar
SLK003436,3671012111932334,2024-02-14,Bank CIMB Niaga,KI,50000000,37563949,4315764,12,2,Dalam Perhatian Khusus (DPK)
SLK003437,3174014808772335,2024-07-09,Bank Mandiri,KK,150000000,47226073,2823412,60,1,Lancar
SLK003438,3275016102942336,2024-03-12,Bank Panin,KI,100000000,63357269,4570140,24,1,Lancar
SLK003439,3173015901792337,2025-05-27,Bank BCA,KI,25000000,21472998,1066337,24,1,Lancar
SLK003440,3173015901792337,2024-10-25,Bank OCBC NISP,KK,25000000,13822937,732361,36,1,Lancar
SLK003441,3671013004022338,2025-02-10,Bank Permata,KKB,25000000,6566069,1105375,24,1,Lancar
SLK003442,3671013004022338,2026-07-22,Bank OCBC NISP,KK,300000000,243353213,6973274,48,1,Lancar
SLK003443,3671013004022338,2024-07-30,Bank Mandiri,KI,500000000,109626388,46263596,12,1,Lancar
SLK003444,3674017101852339,2024-04-09,Bank OCBC NISP,KI,500000000,188762215,46514908,12,1,Lancar
SLK003445,3674017101852339,2025-09-03,Bank CIMB Niaga,KMK,200000000,167093665,8878507,24,1,Lancar
SLK003446,3674017101852339,2025-09-21,BPR Mitra Usaha,KI,100000000,70009718,4524125,24,2,Dalam Perhatian Khusus (DPK)
SLK003447,3172016011692340,2026-06-15,Bank OCBC NISP,KPR,25000000,8466621,714128,36,1,Lancar
SLK003448,3172016011692340,2024-03-23,Bank BNI,KKB,100000000,86352572,8833085,12,3,Kurang Lancar
SLK003449,3671014504822341,2025-03-01,Bank Panin,KPR,75000000,60416223,2160154,36,1,Lancar
SLK003450,3671014504822341,2025-06-27,Bank BCA,KPR,200000000,85810462,9152629,24,1,Lancar
SLK003451,3276016306902342,2026-01-24,Bank BCA,KK,50000000,21238544,2184562,24,1,Lancar
SLK003452,3276016306902342,2026-01-23,Bank Permata,KKB,25000000,20062271,1114640,24,4,Diragukan
SLK003453,3276016306902342,2025-07-30,BPR Mitra Usaha,KMK,500000000,284944118,11035054,48,2,Dalam Perhatian Khusus (DPK)
SLK003454,3671011012022343,2025-07-23,Bank CIMB Niaga,KPR,100000000,61134360,2325324,48,5,Macet
SLK003455,3671011012022343,2024-03-10,BPR Mitra Usaha,KI,500000000,415672824,8911534,60,1,Lancar
SLK003456,3171010804772344,2024-01-03,Bank Panin,KPR,75000000,43377348,1404827,60,1,Lancar
SLK003457,3171010804772344,2025-09-28,Bank Permata,KPR,50000000,13242111,4622657,12,1,Lancar
SLK003458,3171010804772344,2024-09-12,Bank Panin,KPR,75000000,38162114,1311045,60,2,Dalam Perhatian Khusus (DPK)
SLK003459,3671014606862345,2024-04-03,BPR Mitra Usaha,KPR,200000000,140992667,4340848,48,1,Lancar
SLK003460,3671014910792348,2024-02-10,Bank Danamon,KKB,150000000,121962362,3307773,48,1,Lancar
SLK003461,3671012409682349,2025-07-06,Bank CIMB Niaga,KPR,200000000,184213731,4634763,48,1,Lancar
SLK003462,3671014204712350,2025-10-11,BPR Mitra Usaha,KI,200000000,158759719,9464634,24,1,Lancar
SLK003463,3671015304992351,2025-12-11,Bank CIMB Niaga,KMK,50000000,44655095,2326231,24,1,Lancar
SLK003464,3276010603932352,2026-08-16,Bank BCA,KMK,500000000,231814455,11349529,48,1,Lancar
SLK003465,3671010804712353,2026-05-05,Bank OCBC NISP,KPR,100000000,76850831,1895391,60,1,Lancar
SLK003466,3671014103022354,2026-06-04,Bank BRI,KK,500000000,113426294,23712238,24,1,Lancar
SLK003467,3671014103022354,2025-04-08,BPR Mitra Usaha,KK,50000000,31580538,874463,60,1,Lancar
SLK003468,3175012501932355,2025-04-30,Bank BRI,KI,200000000,142956453,5886350,36,1,Lancar
SLK003469,3175012501932355,2026-06-03,Bank Danamon,KKB,500000000,455896462,9285055,60,1,Lancar
SLK003470,3173016802912357,2026-03-15,Bank Danamon,KMK,100000000,48047626,8789208,12,1,Lancar
SLK003471,3671014502992358,2024-05-11,Bank BRI,KPR,200000000,165195268,3826827,60,4,Diragukan
SLK003472,3671014502992358,2025-09-23,Bank BNI,KMK,75000000,23213355,1397315,60,2,Dalam Perhatian Khusus (DPK)
SLK003473,3174011102842359,2025-11-08,Bank BRI,KI,50000000,23575919,1113640,48,1,Lancar
SLK003474,3174011102842359,2025-05-01,Bank BRI,KPR,25000000,9770249,713019,36,1,Lancar
SLK003475,3174011102842359,2024-10-02,Bank CIMB Niaga,KK,100000000,62555303,2355635,48,1,Lancar
SLK003476,3671014108992360,2026-04-08,Bank Danamon,KPR,150000000,32388430,2689777,60,1,Lancar
SLK003477,3171015507732362,2025-10-02,Bank Mandiri,KI,200000000,101619480,18653330,12,4,Diragukan
SLK003478,3171015507732362,2025-11-28,Bank Mandiri,KKB,50000000,40987709,873567,60,1,Lancar
SLK003479,3671014501862363,2025-08-13,Bank Danamon,KK,100000000,45916906,4544132,24,1,Lancar
SLK003480,3671014501862363,2024-05-15,Bank Danamon,KPR,300000000,261855471,14076148,24,2,Dalam Perhatian Khusus (DPK)
SLK003481,3671014706762364,2026-03-11,Bank Permata,KKB,100000000,59292217,2849016,36,1,Lancar
SLK003482,3671016908712365,2025-03-26,Bank BRI,KI,150000000,71094816,3320690,48,3,Kurang Lancar
SLK003483,3671016908712365,2025-09-25,Bank Permata,KKB,500000000,127574774,10754241,48,1,Lancar
SLK003484,3671016908712365,2025-11-13,Bank OCBC NISP,KK,50000000,21839828,1545010,36,1,Lancar
SLK003485,3171010911002367,2024-07-14,BPR Mitra Usaha,KMK,100000000,23672853,2342140,48,3,Kurang Lancar
SLK003486,3171010911002367,2025-03-30,Bank Danamon,KMK,100000000,93361379,2177096,48,1,Lancar
SLK003487,3171010911002367,2025-02-20,Bank BNI,KK,50000000,42070510,1192033,48,1,Lancar
SLK003488,3271010906892368,2024-01-05,Bank Permata,KKB,200000000,118575123,4677094,48,1,Lancar
SLK003489,3271010906892368,2024-07-04,Bank Permata,KKB,300000000,222591412,14257454,24,1,Lancar
SLK003490,3271010906892368,2025-09-28,Bank CIMB Niaga,KMK,150000000,136675687,6852624,24,3,Kurang Lancar
SLK003491,3172013001862369,2025-09-15,BPR Mitra Usaha,KMK,300000000,173021253,5588118,60,1,Lancar
SLK003492,3172013001862369,2025-04-15,Bank BNI,KKB,150000000,101572493,4691663,36,1,Lancar
SLK003493,3275011701722370,2026-01-07,Bank BRI,KI,25000000,16910492,777940,36,3,Kurang Lancar
SLK003494,3671010611962371,2025-09-24,Bank BCA,KKB,75000000,65041828,2235149,36,1,Lancar
SLK003495,3671010611962371,2025-02-03,Bank CIMB Niaga,KK,25000000,6142351,560975,48,1,Lancar
SLK003496,3671010611962371,2024-01-16,Bank BNI,KKB,25000000,15943149,425370,60,2,Dalam Perhatian Khusus (DPK)
SLK003497,3171011606792372,2024-03-11,Bank CIMB Niaga,KPR,25000000,23578951,1074280,24,1,Lancar
SLK003498,3276014610902373,2024-11-06,Bank CIMB Niaga,KMK,100000000,32491133,2341534,48,2,Dalam Perhatian Khusus (DPK)
SLK003499,3276014610902373,2025-11-26,Bank BRI,KK,50000000,10172051,858243,60,3,Kurang Lancar
SLK003500,3674015806922374,2024-03-22,BPR Mitra Usaha,KPR,25000000,14603420,744077,36,1,Lancar
SLK003501,3674015806922374,2025-01-26,Bank Danamon,KMK,75000000,65463440,3192698,24,1,Lancar
SLK003502,3674015806922374,2025-11-12,Bank Danamon,KK,150000000,31488495,6505835,24,1,Lancar
SLK003503,3275014611652375,2024-10-14,Bank Panin,KPR,150000000,105308835,4381750,36,4,Diragukan
SLK003504,3275014611652375,2024-03-13,Bank CIMB Niaga,KK,75000000,55808120,1277781,60,1,Lancar
SLK003505,3671010804782377,2024-07-02,Bank BRI,KK,150000000,42188250,13040293,12,2,Dalam Perhatian Khusus (DPK)
SLK003506,3671016506702378,2024-08-17,Bank Danamon,KKB,150000000,57039426,2859886,60,1,Lancar
SLK003507,3671016506702378,2024-02-04,Bank BRI,KI,75000000,27608892,3537779,24,1,Lancar
SLK003508,3671016506702378,2026-05-07,BPR Mitra Usaha,KI,200000000,100820457,4772734,48,1,Lancar
SLK003509,3671011606852379,2024-12-31,Bank BCA,KMK,500000000,402756420,11543584,48,1,Lancar
SLK003510,3671011606852379,2025-11-10,Bank OCBC NISP,KPR,100000000,20534562,1731597,60,1,Lancar
SLK003511,3671011606852379,2026-06-18,Bank Panin,KKB,200000000,69167304,3827581,60,1,Lancar
SLK003512,3276016309912380,2024-07-12,Bank Permata,KK,75000000,51220688,2303707,36,1,Lancar
SLK003513,3276016309912380,2024-09-05,Bank Panin,KMK,500000000,431551736,9093775,60,1,Lancar
SLK003514,3276016309912380,2024-12-24,Bank Panin,KPR,25000000,8793553,709962,36,2,Dalam Perhatian Khusus (DPK)
SLK003515,3674014208962381,2025-02-05,Bank Mandiri,KKB,100000000,54584626,4433953,24,1,Lancar
SLK003516,3674014208962381,2024-01-07,Bank CIMB Niaga,KI,50000000,37203276,4669746,12,1,Lancar
SLK003517,3275011309962382,2024-12-11,Bank BCA,KKB,200000000,148290117,17202710,12,1,Lancar
SLK003518,3671016208942383,2025-01-18,BPR Mitra Usaha,KI,150000000,134440344,3501114,48,1,Lancar
SLK003519,3671015910692384,2024-03-23,Bank OCBC NISP,KI,300000000,281815001,5657317,60,2,Dalam Perhatian Khusus (DPK)
SLK003520,3671015910692384,2025-03-08,Bank BCA,KMK,200000000,95922017,3447606,60,1,Lancar
SLK003521,3171013112812386,2025-07-08,Bank CIMB Niaga,KPR,150000000,40933399,6535882,24,1,Lancar
SLK003522,3671012604652387,2025-02-10,Bank BNI,KMK,75000000,67071690,3499904,24,2,Dalam Perhatian Khusus (DPK)
SLK003523,3671012604652387,2026-02-12,Bank CIMB Niaga,KKB,75000000,22695111,2210789,36,1,Lancar
SLK003524,3671012103962388,2025-11-29,BPR Mitra Usaha,KKB,500000000,246454743,11726941,48,1,Lancar
SLK003525,3671012103962388,2024-04-16,Bank BRI,KKB,100000000,72942485,2241820,48,1,Lancar
SLK003526,3671012912872389,2024-12-09,Bank Mandiri,KK,50000000,45549483,4389776,12,1,Lancar
SLK003527,3174010402862390,2025-07-02,BPR Mitra Usaha,KK,200000000,131540504,6123396,36,1,Lancar
SLK003528,3275015702032391,2025-05-13,Bank Danamon,KPR,300000000,201356236,13405696,24,1,Lancar
SLK003529,3674014104022392,2025-06-01,Bank Danamon,KI,50000000,34879753,4791220,12,3,Kurang Lancar
SLK003530,3674014104022392,2026-06-28,Bank OCBC NISP,KK,25000000,17335953,2314459,12,1,Lancar
SLK003531,3276016102952394,2025-09-07,Bank OCBC NISP,KK,75000000,70617870,1667925,48,1,Lancar
SLK003532,3276016102952394,2026-08-13,Bank Panin,KMK,25000000,10519262,2173127,12,2,Dalam Perhatian Khusus (DPK)
SLK003533,3173012309022395,2025-03-12,Bank Permata,KK,150000000,41457417,7093384,24,1,Lancar
SLK003534,3173012309022395,2025-10-12,Bank Mandiri,KK,300000000,179018791,13343148,24,1,Lancar
SLK003535,3173012309022395,2025-02-18,Bank Danamon,KMK,75000000,66646279,1326619,60,1,Lancar
SLK003536,3174012501872396,2024-04-17,BPR Mitra Usaha,KK,100000000,63663491,2901474,36,2,Dalam Perhatian Khusus (DPK)
SLK003537,3173014302912397,2026-02-07,Bank Panin,KK,200000000,173583920,18132929,12,1,Lancar
SLK003538,3173014309752398,2025-04-01,Bank CIMB Niaga,KPR,500000000,146851808,46785525,12,1,Lancar
SLK003539,3674015811662400,2025-12-23,Bank OCBC NISP,KI,300000000,176135920,5314477,60,4,Diragukan
SLK003540,3674015811662400,2026-03-21,Bank BRI,KMK,25000000,17225686,451720,60,2,Dalam Perhatian Khusus (DPK)
SLK003541,3674015811662400,2025-05-01,Bank OCBC NISP,KK,25000000,18469446,581076,48,1,Lancar
SLK003542,3271014911002401,2026-02-22,Bank Danamon,KPR,75000000,70118172,3260100,24,1,Lancar
SLK003543,3671011105812403,2024-11-21,Bank OCBC NISP,KPR,25000000,14275450,460877,60,3,Kurang Lancar
SLK003544,3271015801912404,2026-07-05,Bank OCBC NISP,KKB,150000000,123744446,2579695,60,1,Lancar
SLK003545,3271015801912404,2024-01-24,Bank Permata,KMK,200000000,41588769,9013208,24,1,Lancar
SLK003546,3271015801912404,2025-06-17,Bank Danamon,KPR,75000000,40305599,1320858,60,1,Lancar
SLK003547,3671014708002405,2025-07-19,Bank Panin,KI,300000000,90334969,7026883,48,1,Lancar
SLK003548,3174016204882406,2024-11-15,Bank Panin,KPR,75000000,32434290,1594632,48,3,Kurang Lancar
SLK003549,3174016204882406,2026-06-01,Bank Permata,KPR,150000000,75865404,13042621,12,1,Lancar
SLK003550,3171014410952407,2026-02-09,Bank BNI,KI,100000000,27202807,2145406,48,1,Lancar
SLK003551,3671015305842408,2026-05-24,Bank OCBC NISP,KPR,100000000,44362644,2185747,48,1,Lancar
SLK003552,3671012105912410,2024-11-11,Bank BCA,KMK,200000000,182094544,18483592,12,1,Lancar
SLK003553,3671012105912410,2026-01-13,Bank Danamon,KKB,300000000,91004205,5532957,60,1,Lancar
SLK003554,3171011010722411,2025-01-07,Bank BRI,KKB,25000000,11471958,573112,48,1,Lancar
SLK003555,3171011010722411,2025-04-09,Bank Mandiri,KMK,500000000,256465749,23664710,24,2,Dalam Perhatian Khusus (DPK)
SLK003556,3173015812992412,2026-08-10,Bank Danamon,KKB,100000000,85581050,2173982,48,1,Lancar
SLK003557,3174011512822413,2024-06-14,Bank Permata,KKB,300000000,156208701,8551500,36,1,Lancar
SLK003558,3674012607962414,2026-06-28,BPR Mitra Usaha,KK,25000000,16180008,568273,48,2,Dalam Perhatian Khusus (DPK)
SLK003559,3275014501942415,2025-07-04,Bank BCA,KK,200000000,107069725,17191794,12,2,Dalam Perhatian Khusus (DPK)
SLK003560,3275014501942415,2024-02-28,Bank Danamon,KI,25000000,14584201,443429,60,1,Lancar
SLK003561,3275014501942415,2025-04-06,BPR Mitra Usaha,KI,500000000,422788714,11903472,48,1,Lancar
SLK003562,3271011901862416,2024-01-28,Bank Mandiri,KK,100000000,40971662,8689126,12,1,Lancar
SLK003563,3674015410992417,2024-11-29,Bank CIMB Niaga,KKB,300000000,139503450,8513881,36,2,Dalam Perhatian Khusus (DPK)
SLK003564,3674015410992417,2024-08-31,Bank BCA,KKB,500000000,146237920,14965779,36,3,Kurang Lancar
SLK003565,3172011202712418,2026-01-06,Bank CIMB Niaga,KKB,75000000,42778026,1380709,60,1,Lancar
SLK003566,3172011202712418,2024-02-10,Bank Permata,KKB,25000000,21221955,466995,60,1,Lancar
SLK003567,3172011202712418,2025-10-11,Bank CIMB Niaga,KK,200000000,153631807,4762386,48,1,Lancar
SLK003568,3275011512932419,2026-03-08,Bank BNI,KI,500000000,270466965,9579067,60,1,Lancar
SLK003569,3275011512932419,2024-09-01,Bank OCBC NISP,KPR,75000000,45840015,1624826,48,1,Lancar
SLK003570,3276012609812421,2024-12-02,Bank Panin,KI,200000000,165897362,3563926,60,5,Macet
SLK003571,3276012609812421,2025-06-11,Bank Panin,KI,50000000,23238188,1537584,36,5,Macet
SLK003572,3174012102862422,2026-01-13,Bank BNI,KI,300000000,99684369,13858501,24,1,Lancar
SLK003573,3174012102862422,2025-10-31,Bank BCA,KPR,500000000,266190372,14683786,36,1,Lancar
SLK003574,3671010207972423,2025-08-18,Bank BNI,KI,300000000,115249706,12762935,24,1,Lancar
SLK003575,3671010207972423,2025-01-01,Bank CIMB Niaga,KK,100000000,63846376,2231103,48,1,Lancar
SLK003576,3276016701942424,2024-11-28,BPR Mitra Usaha,KI,25000000,18150988,2140489,12,1,Lancar
SLK003577,3276016701942424,2025-05-28,Bank BRI,KMK,500000000,112472505,15423590,36,1,Lancar
SLK003578,3275012707012425,2026-08-21,Bank Permata,KKB,75000000,71158960,1292792,60,1,Lancar
SLK003579,3674012501772427,2025-03-21,Bank Danamon,KI,100000000,55293660,1757500,60,2,Dalam Perhatian Khusus (DPK)
SLK003580,3674012501772427,2024-09-21,Bank OCBC NISP,KK,200000000,102178951,5730730,36,1,Lancar
SLK003581,3175015610712428,2025-04-04,Bank BCA,KMK,200000000,84299278,4605629,48,1,Lancar
SLK003582,3671015911002431,2025-08-04,Bank Mandiri,KMK,200000000,152999207,9470913,24,1,Lancar
SLK003583,3671015911002431,2024-06-04,Bank Panin,KMK,300000000,147473838,27161090,12,1,Lancar
SLK003584,3671010109722432,2024-01-01,Bank Mandiri,KMK,75000000,16875404,1401110,60,2,Dalam Perhatian Khusus (DPK)
SLK003585,3671011905742433,2024-07-29,Bank BRI,KKB,25000000,21208050,790132,36,1,Lancar
SLK003586,3671011905742433,2025-02-12,Bank Permata,KMK,500000000,349711306,42807096,12,1,Lancar
SLK003587,3174011406962434,2025-04-22,Bank Panin,KMK,100000000,55568465,3072935,36,1,Lancar
SLK003588,3174011406962434,2025-06-04,Bank Panin,KKB,75000000,33195115,6816667,12,1,Lancar
SLK003589,3171010501812435,2026-03-26,Bank CIMB Niaga,KPR,75000000,65478562,1310178,60,1,Lancar
SLK003590,3171010501812435,2025-12-11,BPR Mitra Usaha,KK,75000000,70581613,1341921,60,1,Lancar
SLK003591,3174014401722436,2026-07-03,Bank BCA,KKB,25000000,16547985,2237827,12,1,Lancar
SLK003592,3174014401722436,2024-05-27,Bank OCBC NISP,KKB,500000000,341690314,43531686,12,1,Lancar
SLK003593,3276012611012437,2026-03-07,Bank Permata,KPR,200000000,58544447,4336365,48,1,Lancar
SLK003594,3671015701852438,2024-01-04,Bank BRI,KK,100000000,42537672,8562538,12,1,Lancar
SLK003595,3671015701852438,2026-02-20,Bank CIMB Niaga,KI,75000000,63502459,6654902,12,1,Lancar
SLK003596,3671014501842440,2024-12-28,Bank Mandiri,KMK,50000000,25107125,1186980,48,2,Dalam Perhatian Khusus (DPK)
SLK003597,3671014501842440,2024-06-06,Bank BRI,KK,200000000,102462393,8996590,24,1,Lancar
SLK003598,3271014101882441,2024-04-29,Bank Danamon,KI,100000000,20836966,8963700,12,1,Lancar
SLK003599,3271014101882441,2025-01-12,Bank BNI,KKB,200000000,162711725,5741000,36,1,Lancar
SLK003600,3671010401922442,2024-12-01,BPR Mitra Usaha,KI,150000000,65742150,3231284,48,1,Lancar
SLK003601,3271010105002443,2025-05-07,Bank BCA,KK,300000000,277434453,5180809,60,1,Lancar
SLK003602,3171015506962444,2025-04-20,Bank Permata,KKB,200000000,152310806,4767248,48,2,Dalam Perhatian Khusus (DPK)
SLK003603,3171015506962444,2026-07-18,Bank BCA,KKB,100000000,21551651,2242033,48,1,Lancar
SLK003604,3276014210772446,2024-06-20,Bank CIMB Niaga,KI,500000000,459705352,9552034,60,1,Lancar
SLK003605,3173010506892447,2025-09-12,Bank BNI,KI,500000000,283968108,22490317,24,1,Lancar
SLK003606,3671015501882448,2025-06-27,Bank Mandiri,KMK,25000000,8929486,1154183,24,1,Lancar
SLK003607,3671011003802449,2026-04-19,Bank Mandiri,KKB,50000000,40607768,4455380,12,1,Lancar
SLK003608,3671011003802449,2026-06-22,Bank Mandiri,KMK,150000000,104068825,4571254,36,1,Lancar
SLK003609,3171010209022451,2025-03-25,Bank OCBC NISP,KPR,75000000,59977197,2184053,36,1,Lancar
SLK003610,3171010209022451,2024-11-11,Bank Permata,KMK,25000000,12341547,548868,48,1,Lancar
SLK003611,3173011302822452,2025-07-06,Bank BNI,KPR,100000000,47261130,2125039,48,1,Lancar
SLK003612,3671017103832454,2025-07-26,Bank Permata,KPR,75000000,16669790,6684105,12,2,Dalam Perhatian Khusus (DPK)
SLK003613,3671017103832454,2025-08-11,Bank BCA,KKB,500000000,254612344,9563028,60,1,Lancar
SLK003614,3674015310722455,2026-01-31,Bank Danamon,KMK,500000000,438721653,11926685,48,5,Macet
SLK003615,3674015310722455,2025-04-11,Bank Panin,KI,25000000,9900890,1131561,24,1,Lancar
SLK003616,3674015310722455,2024-04-07,Bank BRI,KI,150000000,74457418,4790672,36,1,Lancar
SLK003617,3674011810742456,2024-08-15,Bank BCA,KPR,50000000,36175926,1067811,48,1,Lancar
SLK003618,3674011810742456,2026-05-24,Bank BNI,KPR,25000000,14420006,739297,36,1,Lancar
SLK003619,3674011810742456,2025-09-04,Bank OCBC NISP,KKB,25000000,9995344,2224914,12,1,Lancar
SLK003620,3671016502782458,2024-06-26,Bank BCA,KKB,500000000,211751956,43624472,12,1,Lancar
SLK003621,3276014109882459,2024-10-20,Bank BCA,KMK,150000000,79810966,2550379,60,1,Lancar
SLK003622,3276014109882459,2026-05-09,Bank BNI,KKB,25000000,17532900,563276,48,1,Lancar
SLK003623,3171016905732460,2024-12-22,Bank BCA,KPR,500000000,329784340,8688360,60,1,Lancar
SLK003624,3171016905732460,2024-04-19,Bank Permata,KPR,300000000,244014289,8880221,36,1,Lancar
SLK003625,3671016104662461,2025-07-28,Bank Permata,KKB,75000000,42888574,1716977,48,2,Dalam Perhatian Khusus (DPK)
SLK003626,3671016104662461,2025-06-24,BPR Mitra Usaha,KK,25000000,7924383,470008,60,1,Lancar
SLK003627,3173010507832462,2024-07-10,Bank BNI,KK,75000000,35182216,6863937,12,4,Diragukan
SLK003628,3173010507832462,2026-01-05,Bank OCBC NISP,KI,150000000,112456192,4477176,36,1,Lancar
SLK003629,3671011805792464,2025-10-25,Bank BRI,KKB,75000000,25049805,3215973,24,1,Lancar
SLK003630,3671014310852466,2025-06-25,Bank Permata,KMK,75000000,15582837,2320948,36,2,Dalam Perhatian Khusus (DPK)
SLK003631,3276015711952467,2024-06-12,Bank Panin,KPR,150000000,88265206,13210464,12,2,Dalam Perhatian Khusus (DPK)
SLK003632,3671014101932468,2025-12-13,BPR Mitra Usaha,KKB,25000000,15424976,2230278,12,1,Lancar
SLK003633,3671014101932468,2024-08-08,Bank Danamon,KPR,150000000,61617832,3560008,48,1,Lancar
SLK003634,3275010501682469,2026-08-01,Bank Danamon,KMK,75000000,51579695,1434552,60,1,Lancar
SLK003635,3275010501682469,2024-03-10,Bank BRI,KMK,50000000,25466463,2293904,24,1,Lancar
SLK003636,3171013103862470,2025-11-04,BPR Mitra Usaha,KK,100000000,42364358,8653998,12,1,Lancar
SLK003637,3171013103862470,2026-04-08,Bank BCA,KPR,75000000,29394602,1700249,48,1,Lancar
SLK003638,3671016508952471,2026-08-04,BPR Mitra Usaha,KK,25000000,16666957,587874,48,1,Lancar
SLK003639,3671016508952471,2024-12-22,Bank BRI,KPR,50000000,32427435,4272593,12,1,Lancar
SLK003640,3175012111932472,2024-07-14,Bank Danamon,KK,150000000,137788831,12922615,12,1,Lancar
SLK003641,3175012111932472,2025-01-09,Bank BNI,KMK,200000000,176606309,4343730,48,1,Lancar
SLK003642,3175012111932472,2024-03-26,BPR Mitra Usaha,KKB,500000000,357279441,10735340,48,1,Lancar
SLK003643,3671012502912473,2025-01-08,Bank CIMB Niaga,KK,100000000,65214697,3019766,36,1,Lancar
SLK003644,3671012502912473,2026-01-17,Bank OCBC NISP,KMK,50000000,32168210,866145,60,1,Lancar
SLK003645,3275011511682474,2024-12-10,BPR Mitra Usaha,KPR,150000000,118340476,2575842,60,1,Lancar
SLK003646,3275011511682474,2024-09-19,Bank Danamon,KK,500000000,248909455,45659138,12,1,Lancar
SLK003647,3275011511682474,2025-08-04,Bank BCA,KPR,25000000,15863491,1143377,24,5,Macet
SLK003648,3172017105992475,2024-11-16,Bank BRI,KMK,500000000,259006687,14600233,36,1,Lancar
SLK003649,3172017105992475,2024-01-05,Bank BRI,KMK,500000000,247099109,15429933,36,1,Lancar
SLK003650,3174010610712476,2025-10-17,Bank BNI,KK,25000000,8137101,2254209,12,5,Macet
SLK003651,3174010610712476,2025-07-12,Bank OCBC NISP,KMK,50000000,37481934,2142597,24,1,Lancar
SLK003652,3671012102902477,2025-10-08,Bank OCBC NISP,KMK,300000000,105430013,13835618,24,1,Lancar
SLK003653,3171014204702478,2024-09-09,Bank Permata,KMK,200000000,43852039,3509923,60,2,Dalam Perhatian Khusus (DPK)
SLK003654,3171014204702478,2026-05-18,Bank CIMB Niaga,KI,50000000,18198718,4782944,12,1,Lancar
SLK003655,3671012203692479,2024-03-09,Bank BRI,KMK,25000000,11135230,796426,36,1,Lancar
SLK003656,3671012203692479,2026-04-03,Bank Mandiri,KMK,75000000,45266212,7162904,12,1,Lancar
SLK003657,3671016712952480,2024-10-20,Bank Permata,KK,50000000,37390777,1113328,48,3,Kurang Lancar
SLK003658,3671016712952480,2025-05-11,BPR Mitra Usaha,KKB,50000000,23092515,924586,60,1,Lancar
SLK003659,3171011101662481,2024-12-28,Bank BRI,KMK,50000000,20768443,1131939,48,1,Lancar
SLK003660,3276011204702483,2024-02-11,Bank Mandiri,KK,150000000,97718943,6559591,24,1,Lancar
SLK003661,3276011204702483,2024-10-18,Bank Panin,KKB,500000000,193408958,23467498,24,1,Lancar
SLK003662,3276011204702483,2024-11-17,Bank CIMB Niaga,KI,75000000,27422802,1675925,48,1,Lancar
SLK003663,3275014706732484,2024-12-21,Bank Danamon,KKB,75000000,47795499,6560245,12,1,Lancar
SLK003664,3275014706732484,2026-08-21,Bank Panin,KKB,300000000,64460184,9566064,36,1,Lancar
SLK003665,3275014706732484,2026-04-12,Bank BRI,KI,150000000,35148838,4451319,36,2,Dalam Perhatian Khusus (DPK)
SLK003666,3674015610912485,2024-06-18,BPR Mitra Usaha,KMK,100000000,70964516,2845046,36,1,Lancar
SLK003667,3674015610912485,2026-02-03,Bank Danamon,KPR,100000000,29275447,9289314,12,1,Lancar
SLK003668,3175011606882486,2024-10-17,Bank BCA,KKB,75000000,34298952,2236696,36,1,Lancar
SLK003669,3175011606882486,2024-03-31,Bank Mandiri,KPR,500000000,278745641,45641611,12,3,Kurang Lancar
SLK003670,3275011809022488,2026-06-01,Bank Permata,KKB,25000000,14482365,731688,36,2,Dalam Perhatian Khusus (DPK)
SLK003671,3275011809022488,2024-08-07,BPR Mitra Usaha,KI,150000000,130266730,3274148,48,3,Kurang Lancar
SLK003672,3171016710922489,2025-09-26,Bank BNI,KKB,100000000,40883495,4702337,24,1,Lancar
SLK003673,3173011506762491,2026-02-11,BPR Mitra Usaha,KMK,50000000,36220072,1075383,48,1,Lancar
SLK003674,3173011506762491,2025-04-21,Bank Mandiri,KKB,200000000,153963606,9485408,24,1,Lancar
SLK003675,3173015105752492,2024-09-14,Bank Panin,KKB,200000000,139404780,4518044,48,1,Lancar
SLK003676,3173015105752492,2024-05-25,Bank BNI,KPR,25000000,17211015,546062,48,1,Lancar
SLK003677,3671016707862493,2026-02-15,Bank Panin,KI,200000000,57937316,9381752,24,1,Lancar
SLK003678,3671016707862493,2025-07-29,BPR Mitra Usaha,KPR,500000000,320876221,8943833,60,2,Dalam Perhatian Khusus (DPK)
SLK003679,3671016707862493,2024-03-25,Bank OCBC NISP,KPR,150000000,102075461,3539900,48,1,Lancar
SLK003680,3271010711002494,2025-10-12,Bank BRI,KMK,75000000,45761487,1749304,48,3,Kurang Lancar
SLK003681,3173014703892495,2024-11-07,Bank OCBC NISP,KKB,75000000,53385264,2305318,36,1,Lancar
SLK003682,3173014703892495,2024-01-24,Bank Mandiri,KPR,200000000,117936772,3636266,60,1,Lancar
SLK003683,3173013007982496,2025-06-17,Bank BNI,KMK,200000000,42220495,8884632,24,1,Lancar
SLK003684,3173013007982496,2025-12-04,Bank OCBC NISP,KKB,100000000,91937340,2290751,48,1,Lancar
