application_id,NIK,cif_number,application_date,customer_type,company_name,legal_entity,owner_name,owner_gender,owner_age,owner_marital_status,owner_education,province,city,district,region,branch_name,industry,sub_industry,business_age_year,employee_count,monthly_turnover_est,transaction_frequency_monthly,loan_requested,jenis_kredit_diajukan,tenor_diajukan_bulan,tujuan_penggunaan_kredit,collateral_type,collateral_location,collateral_province,collateral_city,collateral_size_m2,collateral_market_value,collateral_liquidation_value,collateral_ratio,certificate_type,ownership_match,estimated_dsr,eligibility_score,label,rm_id
APP202602154,3175012903912154,CIF1002154,2026-03-15,UMKM,PT Setiawan Jaya,PT,Agus Panjaitan,L,35,Menikah,S2,DKI Jakarta,Jakarta Timur,Cengkareng,Region 2,KCP Depok Margonda,Transportasi,Rental Kendaraan,13,52,1805705,178,150000000,KUR,36,Tambahan modal kerja usaha Rental Kendaraan,Ruko,"Bojong Jaya, Tangerang",Banten,Tangerang,477.6,2929376000,2343500800,19.53,SHM,Ya,2.72,0.759,Diterima,RM0015
APP202602155,3671010508982155,CIF1002155,2026-02-20,UMKM,PT Pratama Abadi,CV,Sutrisno Gunawan,L,28,Cerai Mati,S1,Banten,Tangerang,Serpong,Region 3,KCP Tangerang BSD,Perdagangan,Distributor Bahan Bangunan,10,32,4696333,47,1000000000,KMK,24,Modal kerja pembelian stok barang dagangan Distributor Bahan Bangunan,Tanah,"Gunung, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,376.0,18025440000,14420352000,18.03,HGB,Ya,3.0,0.783,Diterima,RM0021
APP202602156,3671014612872156,CIF1002156,2025-08-26,UMKM,UD Nugroho Abadi,CV,Ika Kurniawan,P,39,Cerai Mati,SMA/SMK,Banten,Tangerang,Bekasi Timur,Region 3,KCP Depok Margonda,Kuliner,Warung Makan,11,69,1391990,34,50000000,KUR,12,Tambahan modal kerja usaha Warung Makan,Ruko,"Cengkareng Barat, Jakarta Barat",DKI Jakarta,Jakarta Barat,267.6,2520028000,2016022400,50.4,HGB,Ya,3.0,0.432,Ditolak,RM0014
APP202602157,3175010912962157,CIF1002157,2026-03-22,UMKM,UD Gunawan Abadi,PT,Anton Simanjuntak,L,30,Menikah,S2,DKI Jakarta,Jakarta Timur,Tebet,Region 2,KCP Depok Margonda,Transportasi,Ekspedisi Kecil,10,9,3698488,179,200000000,KUR,30,Tambahan modal kerja usaha Ekspedisi Kecil,Rumah,"Duren Tiga, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,190.2,4101885000,3281508000,20.51,HGB,Ya,2.07,0.677,Diterima,RM0015
APP202602158,3671015101962158,CIF1002158,2025-11-15,UMKM,CV Lubis Mandiri,PT,Lina Pratama,P,30,Menikah,D3,Banten,Tangerang,Bekasi Timur,Region 1,KCP Tangerang BSD,Manufaktur,Furniture,19,33,1568613,180,50000000,KMK,24,Modal kerja pembelian bahan baku produksi Furniture,Ruko,"Gunung, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,624.9,13568559000,10854847200,271.37,SHM,Ya,3.0,0.776,Diterima,RM0024
APP202602159,3671015412922159,CIF1002159,2025-07-05,UMKM,PT Wibowo Makmur,PT,Indah Handoko,P,34,Belum Menikah,S2,Banten,Tangerang,Cengkareng,Region 1,KCP Kemang,Transportasi,Ekspedisi Kecil,10,59,938707,61,750000000,KI,42,Pembelian armada kendaraan tambahan usaha Ekspedisi Kecil,Rumah,"Tebet Timur, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,783.3,12843215000,10274572000,17.12,HGB,Ya,3.0,0.269,Ditolak,RM0030
APP202602160,3275013110782160,CIF1002160,2025-12-22,UMKM,UD Pratama Jaya,UD,Arif Wibowo,L,48,Cerai Hidup,SMA/SMK,Jawa Barat,Bekasi,Cengkareng,Region 4,KCP Cibubur,Pertanian,Distributor Hasil Tani,15,70,2973770,77,50000000,KUR,36,Tambahan modal kerja usaha Distributor Hasil Tani,Tanah,"Mekarjaya, Depok",Jawa Barat,Depok,91.0,815360000,652288000,16.31,HGB,Tidak,0.92,0.769,Diterima,RM0040
APP202602161,3271011502022161,CIF1002161,2025-05-18,UMKM,UD Halim Abadi,CV,Wahyu Suryadi,L,24,Menikah,S1,Jawa Barat,Bogor,Cengkareng,Region 4,KCP Bogor Baranangsiang,Manufaktur,Furniture,2,34,4077070,121,750000000,KI,60,Pembelian mesin produksi tambahan usaha Furniture,Gudang,"Kramat Jati, Jakarta Timur",DKI Jakarta,Jakarta Timur,224.9,3075317000,2460253600,4.1,HGB,Ya,3.0,0.864,Diterima,RM0019
APP202602162,3172012807862162,CIF1002162,2025-09-16,UMKM,UD Santoso Mandiri,PT,Krisna Panjaitan,L,40,Cerai Mati,S2,DKI Jakarta,Jakarta Utara,Cengkareng,Region 4,KCP Depok Margonda,Jasa,Jasa Konstruksi Kecil,16,69,1380272,143,100000000,KUR,12,Tambahan modal kerja usaha Jasa Konstruksi Kecil,Gudang,"Bintara, Bekasi",Jawa Barat,Bekasi,215.2,1459250000,1167400000,14.59,HGB,Ya,3.0,0.533,Ditolak,RM0015
APP202602163,3171015006812163,CIF1002163,2025-10-21,UMKM,UD Tanjung Mandiri,PT,Ani Hidayat,P,45,Belum Menikah,S1,DKI Jakarta,Jakarta Pusat,Sukmajaya,Region 2,KCP Tangerang BSD,Manufaktur,Pengolahan Makanan Ringan,8,77,1612309,143,1000000000,KI,42,Pembelian mesin produksi tambahan usaha Pengolahan Makanan Ringan,Tanah,"Bintara, Bekasi",Jawa Barat,Bekasi,221.1,2168991000,1735192800,2.17,HGB,Ya,3.0,0.759,Diterima,RM0023
APP202602164,3275014109802164,CIF1002164,2025-03-01,UMKM,PT Rahman Abadi,PT,Melati Permana,P,46,Cerai Mati,S1,Jawa Barat,Bekasi,Serpong,Region 4,KCP Kelapa Gading,Manufaktur,Konveksi,5,13,3478846,86,200000000,KI,48,Pembelian mesin produksi tambahan usaha Konveksi,Gudang,"Pluit, Jakarta Utara",DKI Jakarta,Jakarta Utara,374.8,5440056000,4352044800,27.2,HGB,Ya,3.0,0.408,Ditolak,RM0007
APP202602165,3671015404012165,CIF1002165,2025-12-22,UMKM,CV Lubis Mandiri,CV,Ratna Simanjuntak,P,25,Menikah,SMA/SMK,Banten,Tangerang,Cengkareng,Region 2,KCP Tebet,Jasa,Percetakan,14,30,2372700,106,75000000,KMK,24,Modal kerja operasional usaha Percetakan,Ruko,"Kemiri Muka, Depok",Jawa Barat,Depok,389.0,2786219000,2228975200,37.15,HGB,Ya,3.0,0.688,Diterima,RM0004
APP202602166,3671016608742166,CIF1002166,2025-09-08,UMKM,PT Permana Sejahtera,PT,Novi Halim,P,52,Menikah,SMA/SMK,Banten,Tangerang,Sukmajaya,Region 1,KCP Kemang,Jasa,Laundry,7,19,2305725,174,300000000,KMK,24,Modal kerja operasional usaha Laundry,Rumah,"Paledang, Bogor",Jawa Barat,Bogor,749.6,3481763000,2785410400,11.61,HGB,Ya,3.0,0.57,Diterima,RM0031
APP202602167,3175011204822167,CIF1002167,2026-01-15,UMKM,UD Siregar Jaya,UD,Yusuf Rahman,L,44,Menikah,S1,DKI Jakarta,Jakarta Timur,Cengkareng,Region 4,KCP Cikini,Transportasi,Rental Kendaraan,19,78,2305656,53,75000000,KMK,12,Modal kerja operasional armada Rental Kendaraan,Rumah,"Rawa Buntu, Tangerang Selatan",Jawa Barat,Tangerang Selatan,134.5,1208453000,966762400,16.11,SHM,Ya,3.0,0.548,Ditolak,RM0025
APP202602168,3671016703992168,CIF1002168,2026-08-01,UMKM,PT Hutapea Jaya,CV,Rita Suryadi,P,27,Belum Menikah,S2,Banten,Tangerang,Kramat Jati,Region 3,KCP Cibubur,Transportasi,Ekspedisi Kecil,19,75,12615915,165,750000000,KI,48,Pembelian armada kendaraan tambahan usaha Ekspedisi Kecil,Tanah,"Gunung, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,230.5,11534220000,9227376000,15.38,HGB,Ya,1.73,0.739,Diterima,RM0039
APP202602169,3674015412682169,CIF1002169,2026-06-13,UMKM,PT Suryadi Mandiri,UD,Rina Kurniawan,P,58,Menikah,S2,Jawa Barat,Tangerang Selatan,Kramat Jati,Region 3,KCP Kemang,Transportasi,Ekspedisi Kecil,11,44,1328074,82,750000000,KI,36,Pembelian armada kendaraan tambahan usaha Ekspedisi Kecil,Rumah,"Cengkareng Barat, Jakarta Barat",DKI Jakarta,Jakarta Barat,592.7,6666459000,5333167200,8.89,HGB,Ya,3.0,0.455,Ditolak,RM0030
APP202602170,3174014704012170,CIF1002170,2025-09-23,UMKM,CV Wijaya Abadi,UD,Fitri Wijaya,P,25,Menikah,S2,DKI Jakarta,Jakarta Selatan,Serpong,Region 4,KCP Tebet,Perdagangan,Toko Alat Tulis,6,47,562179,31,50000000,KUR,24,Tambahan modal kerja usaha Toko Alat Tulis,Tanah,"Sukabumi Selatan, Jakarta Barat",DKI Jakarta,Jakarta Barat,220.2,4696866000,3757492800,93.94,HGB,Ya,3.0,0.817,Diterima,RM0002
APP202602171,3271011607922171,CIF1002171,2025-12-27,UMKM,UD Setiawan Abadi,PT,Iwan Panjaitan,L,34,Cerai Mati,S2,Jawa Barat,Bogor,Serpong,Region 3,KCP Cibubur,Jasa,Laundry,7,51,6065674,58,100000000,KMK,18,Modal kerja operasional usaha Laundry,Rumah,"Rawa Buntu, Tangerang Selatan",Jawa Barat,Tangerang Selatan,351.8,3182750000,2546200000,31.83,HGB,Ya,1.62,0.869,Diterima,RM0038
APP202602172,3271011505702172,CIF1002172,2025-10-26,UMKM,UD Hutapea Jaya,UD,Rian Susanto,L,56,Menikah,SMA/SMK,Jawa Barat,Bogor,Cengkareng,Region 4,KCP Bogor Baranangsiang,Jasa,Laundry,4,23,1433017,75,100000000,KUR,30,Tambahan modal kerja usaha Laundry,Rumah,"Rawa Buntu, Tangerang Selatan",Jawa Barat,Tangerang Selatan,446.4,3799800000,3039840000,38.0,HGB,Ya,3.0,0.923,Diterima,RM0017
APP202602173,3172017011972173,CIF1002173,2025-07-19,UMKM,UD Pratama Jaya,CV,Lestari Lubis,P,29,Menikah,SMA/SMK,DKI Jakarta,Jakarta Utara,Serpong,Region 3,KCP Tebet,Kuliner,Restoran,10,27,1015513,100,750000000,KI,36,Renovasi & penambahan peralatan usaha Restoran,Ruko,"Kelapa Gading Barat, Jakarta Utara",DKI Jakarta,Jakarta Utara,358.5,6525051000,5220040800,8.7,HGB,Ya,3.0,0.677,Diterima,RM0002
APP202602174,3671010703722174,CIF1002174,2025-04-23,UMKM,UD Wibowo Sejahtera,PT,Agus Situmorang,L,54,Belum Menikah,D3,Banten,Tangerang,Bekasi Timur,Region 2,KCP Depok Margonda,Pertanian,Peternakan Ayam,14,27,1469463,95,150000000,KUR,30,Tambahan modal kerja usaha Peternakan Ayam,Rumah,"Gunung, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,178.3,4337459000,3469967200,28.92,HGB,Ya,3.0,0.686,Diterima,RM0015
APP202602175,3671011812802175,CIF1002175,2025-01-28,UMKM,CV Hidayat Mandiri,CV,Sutrisno Kurniawan,L,46,Belum Menikah,S2,Banten,Tangerang,Kramat Jati,Region 2,KCP Bogor Baranangsiang,Pertanian,Peternakan Ayam,9,76,4268582,170,150000000,KMK,24,Modal kerja operasional usaha Peternakan Ayam,Rumah,"Cakung Barat, Jakarta Timur",DKI Jakarta,Jakarta Timur,357.8,3200426000,2560340800,21.34,HGB,Ya,1.79,0.721,Diterima,RM0020
APP202602176,3671015506982176,CIF1002176,2025-11-27,UMKM,CV Kusuma Makmur,UD,Wati Siregar,P,28,Cerai Hidup,S1,Banten,Tangerang,Serpong,Region 4,KCP Kelapa Gading,Pertanian,Peternakan Ayam,14,51,915200,87,500000000,KUR,18,Tambahan modal kerja usaha Peternakan Ayam,Ruko,"Pluit, Jakarta Utara",DKI Jakarta,Jakarta Utara,863.4,12308900000,9847120000,24.62,SHM,Ya,3.0,0.796,Diterima,RM0007
APP202602177,3172016002932177,CIF1002177,2025-10-16,UMKM,PT Situmorang Abadi,PT,Wulan Situmorang,P,33,Cerai Mati,S2,DKI Jakarta,Jakarta Utara,Tebet,Region 2,KCP Bogor Baranangsiang,Manufaktur,Konveksi,3,46,3353417,188,150000000,KUR,18,Tambahan modal kerja usaha Konveksi,Ruko,"Menteng, Jakarta Pusat",DKI Jakarta,Jakarta Pusat,797.5,21263347000,17010677600,141.76,SHM,Ya,3.0,0.659,Diterima,RM0018
APP202602178,3671016112972178,CIF1002178,2025-10-26,UMKM,PT Kusuma Makmur,PT,Dian Gunawan,P,29,Cerai Hidup,S2,Banten,Tangerang,Kramat Jati,Region 4,KCP Depok Margonda,Manufaktur,Konveksi,10,50,624339,154,300000000,KI,36,Pembelian mesin produksi tambahan usaha Konveksi,Ruko,"Bojong Jaya, Tangerang",Banten,Tangerang,681.7,4055418000,3244334400,13.52,HGB,Ya,3.0,0.61,Diterima,RM0016
APP202602179,3174011011792179,CIF1002179,2025-06-15,UMKM,UD Santoso Jaya,UD,Bambang Gunawan,L,47,Menikah,S1,DKI Jakarta,Jakarta Selatan,Tebet,Region 3,KCP Bogor Baranangsiang,Perdagangan,Toko Alat Tulis,18,15,3739258,169,100000000,KMK,12,Modal kerja pembelian stok barang dagangan Toko Alat Tulis,Rumah,"Bintara, Bekasi",Jawa Barat,Bekasi,676.2,4941258000,3953006400,49.41,HGB,Ya,3.0,0.694,Diterima,RM0018
APP202602180,3171014510762180,CIF1002180,2025-01-14,UMKM,PT Gunawan Makmur,PT,Dian Santoso,P,50,Cerai Hidup,S1,DKI Jakarta,Jakarta Pusat,Bekasi Timur,Region 1,KCP Depok Margonda,Perdagangan,Grosir Pakaian,6,27,3780892,37,100000000,KI,60,Perluasan/renovasi tempat usaha Grosir Pakaian,Ruko,"Kramat Jati, Jakarta Timur",DKI Jakarta,Jakarta Timur,453.4,4993009000,3994407200,49.93,SHM,Ya,1.81,0.685,Diterima,RM0015
APP202602181,3175012809682181,CIF1002181,2026-02-12,UMKM,UD Firmansyah Abadi,PT,Anton Siregar,L,58,Cerai Mati,S1,DKI Jakarta,Jakarta Timur,Tebet,Region 1,KCP Kemang,Transportasi,Ekspedisi Kecil,17,77,1799124,163,1000000000,KI,54,Pembelian armada kendaraan tambahan usaha Ekspedisi Kecil,Tanah,"Cakung Barat, Jakarta Timur",DKI Jakarta,Jakarta Timur,248.0,2755280000,2204224000,2.76,SHM,Ya,3.0,0.745,Diterima,RM0030
APP202602182,3276016311742182,CIF1002182,2025-12-17,UMKM,UD Wijaya Mandiri,PT,Sari Halim,P,52,Belum Menikah,S1,Jawa Barat,Depok,Cengkareng,Region 3,KCP Cikini,Perdagangan,Toko Sembako,18,75,1215252,86,300000000,KMK,12,Modal kerja pembelian stok barang dagangan Toko Sembako,Ruko,"Duren Tiga, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,216.6,4187339000,3349871200,13.96,HGB,Ya,3.0,0.715,Diterima,RM0025
APP202602183,3671011109832183,CIF1002183,2026-01-25,UMKM,UD Kurniawan Jaya,CV,Yusuf Wibowo,L,43,Menikah,SMA/SMK,Banten,Tangerang,Sukmajaya,Region 1,KCP Bogor Baranangsiang,Transportasi,Ekspedisi Kecil,17,44,1250180,90,200000000,KI,48,Pembelian armada kendaraan tambahan usaha Ekspedisi Kecil,Tanah,"Duren Tiga, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,356.6,11379106000,9103284800,56.9,SHM,Ya,3.0,0.581,Diterima,RM0020
APP202602184,3674016807682184,CIF1002184,2025-03-21,UMKM,CV Susanto Mandiri,PT,Wati Siregar,P,58,Cerai Hidup,SMA/SMK,Jawa Barat,Tangerang Selatan,Tebet,Region 4,KCP Bogor Baranangsiang,Jasa,Percetakan,1,62,3825689,101,500000000,KMK,12,Modal kerja operasional usaha Percetakan,Rumah,"Margahayu, Bekasi",Jawa Barat,Bekasi,483.4,3196282000,2557025600,6.39,HGB,Ya,3.0,0.834,Diterima,RM0019
APP202602185,3671016103972185,CIF1002185,2025-12-28,UMKM,UD Panjaitan Jaya,UD,Desi Nugroho,P,29,Menikah,SMA/SMK,Banten,Tangerang,Bekasi Timur,Region 3,KCP Tebet,Manufaktur,Konveksi,16,10,756923,83,750000000,KI,48,Pembelian mesin produksi tambahan usaha Konveksi,Rumah,"Cakung Barat, Jakarta Timur",DKI Jakarta,Jakarta Timur,391.9,2778088000,2222470400,3.7,HGB,Ya,3.0,0.529,Ditolak,RM0002
APP202602186,3276016702902186,CIF1002186,2026-06-17,UMKM,CV Rahman Sejahtera,PT,Fitri Susanto,P,36,Menikah,D3,Jawa Barat,Depok,Kramat Jati,Region 2,KCP Kelapa Gading,Pertanian,Distributor Hasil Tani,17,54,2087826,56,75000000,KI,48,Pengembangan lahan/kandang usaha Distributor Hasil Tani,Ruko,"Tebet Timur, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,666.3,10233536000,8186828800,136.45,HGB,Ya,1.05,0.694,Diterima,RM0008
APP202602187,3173015902872187,CIF1002187,2026-01-17,UMKM,CV Kurniawan Abadi,PT,Desi Nugroho,P,39,Cerai Mati,S1,DKI Jakarta,Jakarta Barat,Serpong,Region 2,KCP Cikini,Transportasi,Rental Kendaraan,13,34,2054045,103,200000000,KI,60,Pembelian armada kendaraan tambahan usaha Rental Kendaraan,Rumah,"Cikini, Jakarta Pusat",DKI Jakarta,Jakarta Pusat,448.1,11044614000,8835691200,55.22,HGB,Ya,3.0,0.711,Diterima,RM0027
APP202602188,3671014808912188,CIF1002188,2025-05-21,UMKM,PT Setiawan Abadi,CV,Putri Hutapea,P,35,Menikah,D3,Banten,Tangerang,Sukmajaya,Region 2,KCP Kemang,Jasa,Laundry,16,58,2110666,58,150000000,KI,36,Pembelian peralatan/mesin usaha Laundry,Ruko,"Kemiri Muka, Depok",Jawa Barat,Depok,627.0,4146438000,3317150400,27.64,HGB,Ya,3.0,0.436,Ditolak,RM0032
APP202602189,3171010310812189,CIF1002189,2025-01-12,UMKM,PT Gunawan Jaya,UD,Dimas Hidayat,L,45,Cerai Hidup,D3,DKI Jakarta,Jakarta Pusat,Bekasi Timur,Region 2,KCP Cikini,Perdagangan,Toko Alat Tulis,10,45,2006171,179,150000000,KUR,24,Tambahan modal kerja usaha Toko Alat Tulis,Gudang,"Cengkareng Barat, Jakarta Barat",DKI Jakarta,Jakarta Barat,188.9,2121474000,1697179200,14.14,SHM,Tidak,3.0,0.724,Diterima,RM0027
APP202602190,3671015607872190,CIF1002190,2026-07-07,UMKM,UD Situmorang Makmur,CV,Wati Permana,P,39,Cerai Hidup,S2,Banten,Tangerang,Bekasi Timur,Region 3,KCP Pluit,Jasa,Laundry,10,60,1987499,67,100000000,KI,48,Pembelian peralatan/mesin usaha Laundry,Ruko,"Kelapa Gading Barat, Jakarta Utara",DKI Jakarta,Jakarta Utara,533.1,9570670000,7656536000,95.71,HGB,Ya,3.0,0.703,Diterima,RM0034
APP202602191,3271017007712191,CIF1002191,2025-06-08,UMKM,PT Firmansyah Makmur,PT,Kartika Siregar,P,55,Cerai Hidup,SMA/SMK,Jawa Barat,Bogor,Bekasi Timur,Region 3,KCP Cibubur,Kuliner,Restoran,7,46,4790469,56,1000000000,KMK,12,Modal kerja pembelian bahan baku harian usaha Restoran,Ruko,"Bojong Jaya, Tangerang",Banten,Tangerang,525.0,3337700000,2670160000,3.34,HGB,Ya,3.0,0.736,Diterima,RM0039
APP202602192,3172016705962192,CIF1002192,2026-06-03,UMKM,CV Permana Sejahtera,UD,Nina Tanjung,P,30,Menikah,S1,DKI Jakarta,Jakarta Utara,Tebet,Region 1,KCP Depok Margonda,Transportasi,Rental Kendaraan,4,58,5409047,195,75000000,KUR,30,Tambahan modal kerja usaha Rental Kendaraan,Ruko,"Margahayu, Bekasi",Jawa Barat,Bekasi,501.0,2659390000,2127512000,35.46,SHM,Ya,0.94,0.702,Diterima,RM0016
APP202602193,3671016303842193,CIF1002193,2026-05-10,UMKM,PT Wijaya Mandiri,PT,Ayu Wibowo,P,42,Cerai Hidup,S1,Banten,Tangerang,Bekasi Timur,Region 2,KCP Tangerang BSD,Kuliner,Restoran,16,57,694596,152,50000000,KUR,12,Tambahan modal kerja usaha Restoran,Ruko,"Paledang, Bogor",Jawa Barat,Bogor,714.5,3926545000,3141236000,78.53,HGB,Ya,3.0,0.618,Diterima,RM0021
APP202602194,3271012304002194,CIF1002194,2026-07-11,UMKM,CV Situmorang Mandiri,CV,Wahyu Simanjuntak,L,26,Cerai Mati,SMA/SMK,Jawa Barat,Bogor,Tebet,Region 3,KCP Cibubur,Jasa,Laundry,8,31,935510,136,100000000,KI,48,Pembelian peralatan/mesin usaha Laundry,Rumah,"Pluit, Jakarta Utara",DKI Jakarta,Jakarta Utara,782.0,10678131000,8542504800,106.78,SHM,Tidak,3.0,0.389,Ditolak,RM0040
APP202602195,3276014106972195,CIF1002195,2025-03-06,UMKM,UD Setiawan Mandiri,PT,Ayu Simanjuntak,P,29,Cerai Mati,D3,Jawa Barat,Depok,Tebet,Region 2,KCP Kelapa Gading,Manufaktur,Pengolahan Makanan Ringan,18,76,624995,155,150000000,KUR,12,Tambahan modal kerja usaha Pengolahan Makanan Ringan,Tanah,"Kelapa Gading Barat, Jakarta Utara",DKI Jakarta,Jakarta Utara,355.2,9927840000,7942272000,66.19,HGB,Ya,3.0,0.3,Ditolak,RM0008
APP202602196,3175012710902196,CIF1002196,2025-11-11,UMKM,UD Firmansyah Abadi,CV,Fauzi Wijaya,L,36,Cerai Hidup,S2,DKI Jakarta,Jakarta Timur,Kramat Jati,Region 3,KCP Kelapa Gading,Kuliner,Bakery,12,16,959593,44,50000000,KUR,36,Tambahan modal kerja usaha Bakery,Tanah,"Pluit, Jakarta Utara",DKI Jakarta,Jakarta Utara,279.8,7658126000,6126500800,153.16,SHM,Ya,3.0,0.776,Diterima,RM0008
APP202602197,3671010707862197,CIF1002197,2025-10-05,UMKM,PT Wijaya Mandiri,CV,Bambang Situmorang,L,40,Menikah,S2,Banten,Tangerang,Bekasi Timur,Region 2,KCP Bogor Baranangsiang,Kuliner,Restoran,7,44,1374645,142,100000000,KMK,24,Modal kerja pembelian bahan baku harian usaha Restoran,Ruko,"Poris Plawad, Tangerang",Banten,Tangerang,467.8,2540858000,2032686400,25.41,SHM,Ya,3.0,0.37,Ditolak,RM0020
APP202602198,3671012604772198,CIF1002198,2026-06-05,UMKM,CV Halim Makmur,CV,Yudi Tanjung,L,49,Belum Menikah,S1,Banten,Tangerang,Tebet,Region 2,KCP Bogor Baranangsiang,Perdagangan,Toko Alat Tulis,1,29,1331150,43,750000000,KMK,12,Modal kerja pembelian stok barang dagangan Toko Alat Tulis,Ruko,"Cakung Barat, Jakarta Timur",DKI Jakarta,Jakarta Timur,251.9,2131067000,1704853600,2.84,SHM,Ya,3.0,0.655,Diterima,RM0020
APP202602199,3674015512822199,CIF1002199,2025-05-28,UMKM,CV Nugroho Abadi,UD,Desi Nugroho,P,44,Cerai Hidup,SMA/SMK,Jawa Barat,Tangerang Selatan,Bekasi Timur,Region 1,KCP Kemang,Transportasi,Rental Kendaraan,9,56,2190275,64,150000000,KUR,36,Tambahan modal kerja usaha Rental Kendaraan,Rumah,"Tebet Timur, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,299.0,5112470000,4089976000,34.08,HGB,Ya,3.0,0.436,Ditolak,RM0031
APP202602200,3275010408922200,CIF1002200,2026-07-07,UMKM,CV Siregar Abadi,PT,Taufik Setiawan,L,34,Menikah,SMA/SMK,Jawa Barat,Bekasi,Bekasi Timur,Region 1,KCP Bogor Baranangsiang,Pertanian,Distributor Hasil Tani,8,76,3610845,69,200000000,KUR,18,Tambahan modal kerja usaha Distributor Hasil Tani,Tanah,"Gunung, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,327.0,13554150000,10843320000,67.77,HGB,Ya,3.0,0.564,Diterima,RM0019
APP202602201,3271016912922201,CIF1002201,2025-12-08,UMKM,PT Pratama Jaya,UD,Desi Hidayat,P,34,Belum Menikah,S2,Jawa Barat,Bogor,Bekasi Timur,Region 3,KCP Kemang,Perdagangan,Toko Alat Tulis,10,59,1541917,155,75000000,KMK,18,Modal kerja pembelian stok barang dagangan Toko Alat Tulis,Rumah,"Bintara, Bekasi",Jawa Barat,Bekasi,701.2,4018764000,3215011200,53.58,HGB,Ya,3.0,0.725,Diterima,RM0031
APP202602202,3174015201812202,CIF1002202,2026-02-18,UMKM,UD Halim Sejahtera,CV,Desi Wijaya,P,45,Cerai Mati,S2,DKI Jakarta,Jakarta Selatan,Serpong,Region 1,KCP Kemang,Perdagangan,Grosir Pakaian,6,7,1208849,59,50000000,KUR,24,Tambahan modal kerja usaha Grosir Pakaian,Rumah,"Poris Plawad, Tangerang",Banten,Tangerang,229.9,1298165000,1038532000,25.96,SHM,Ya,3.0,0.736,Diterima,RM0032
APP202602203,3671014301692203,CIF1002203,2025-07-20,UMKM,PT Tanjung Sejahtera,CV,Anggi Gunawan,P,57,Cerai Mati,S1,Banten,Tangerang,Sukmajaya,Region 4,KCP Cikini,Transportasi,Ekspedisi Kecil,11,19,1280147,121,75000000,KI,36,Pembelian armada kendaraan tambahan usaha Ekspedisi Kecil,Rumah,"Kramat Jati, Jakarta Timur",DKI Jakarta,Jakarta Timur,608.2,7896318000,6317054400,105.28,SHM,Ya,3.0,0.797,Diterima,RM0026
APP202602204,3271016807982204,CIF1002204,2025-06-05,UMKM,PT Halim Jaya,PT,Sari Kusuma,P,28,Menikah,S1,Jawa Barat,Bogor,Bekasi Timur,Region 3,KCP Cikini,Perdagangan,Distributor Elektronik,1,56,1820760,132,100000000,KUR,36,Tambahan modal kerja usaha Distributor Elektronik,Rumah,"Gunung, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,175.3,5626459000,4501167200,56.26,SHM,Ya,3.0,0.658,Diterima,RM0027
APP202602205,3173010509862205,CIF1002205,2025-03-30,UMKM,PT Panjaitan Makmur,CV,Iwan Kusuma,L,40,Cerai Hidup,S2,DKI Jakarta,Jakarta Barat,Cengkareng,Region 4,KCP Kelapa Gading,Pertanian,Peternakan Ayam,6,76,1389507,62,300000000,KI,48,Pengembangan lahan/kandang usaha Peternakan Ayam,Tanah,"Cakung Barat, Jakarta Timur",DKI Jakarta,Jakarta Timur,183.5,2060705000,1648564000,6.87,SHM,Ya,3.0,0.425,Ditolak,RM0007
APP202602206,3671010704842206,CIF1002206,2025-06-26,UMKM,UD Situmorang Sejahtera,CV,Eko Hidayat,L,42,Cerai Hidup,S2,Banten,Tangerang,Sukmajaya,Region 3,KCP Bekasi Barat,Transportasi,Ekspedisi Kecil,13,2,1474196,42,100000000,KI,54,Pembelian armada kendaraan tambahan usaha Ekspedisi Kecil,Gudang,"Poris Plawad, Tangerang",Banten,Tangerang,363.9,2133336000,1706668800,21.33,SHM,Tidak,3.0,0.717,Diterima,RM0011
APP202602207,3674016109802207,CIF1002207,2026-04-04,UMKM,PT Saputra Abadi,CV,Indah Suryadi,P,46,Cerai Hidup,D3,Jawa Barat,Tangerang Selatan,Tebet,Region 3,KCP Depok Margonda,Perdagangan,Grosir Pakaian,18,24,2053653,154,50000000,KUR,24,Tambahan modal kerja usaha Grosir Pakaian,Ruko,"Sukabumi Selatan, Jakarta Barat",DKI Jakarta,Jakarta Barat,312.4,4062069000,3249655200,81.24,HGB,Ya,3.0,0.779,Diterima,RM0014
