laporan_id,NIK,year,revenue,net_profit,total_asset,total_liability,operating_cashflow
FIN004886,3271010105002443,2025,8479376,987198,13589715,4111759,982596
FIN004887,3171015506962444,2024,44099168,2749364,57379265,16644285,3053229
FIN004888,3171015506962444,2025,32846208,2055978,51010027,34670864,1879603
FIN004889,3275016211702445,2024,39762533,6438635,68330987,38533810,6339249
FIN004890,3275016211702445,2025,58432242,8684288,66521296,25247537,11197814
FIN004891,3276014210772446,2024,9664091,1451174,15272211,6501475,1355141
FIN004892,3276014210772446,2025,10259122,1775878,19680433,11291711,1471924
FIN004893,3173010506892447,2024,16233245,3072201,31885618,14819963,3253609
FIN004894,3173010506892447,2025,15530526,3030514,30373968,12869387,2638581
FIN004895,3671015501882448,2024,37990649,7051913,60440051,15282242,8817454
FIN004896,3671015501882448,2025,30618489,4897866,44930171,26410949,4231129
FIN004897,3671011003802449,2024,5327556,573523,7404154,2081203,507125
FIN004898,3671011003802449,2025,6825985,696383,12951992,6042608,753247
FIN004899,3674014906912450,2024,15912761,2939324,20328171,12223974,2450304
FIN004900,3674014906912450,2025,14543823,2197471,27682555,7045326,2081740
FIN004901,3171010209022451,2024,21110256,3065317,30727979,11856041,3439590
FIN004902,3171010209022451,2025,21514731,3347992,42734284,15299524,4077261
FIN004903,3173011302822452,2024,8331947,76487,10460861,7178199,86014
FIN004904,3173011302822452,2025,10254658,101340,17201328,5362106,131052
FIN004905,3671012102982453,2024,23297550,2787533,31511846,11147723,2246436
FIN004906,3671012102982453,2025,18560388,1915619,30453361,17029152,2161088
FIN004907,3671017103832454,2024,10683047,1678188,12822988,7561642,1826799
FIN004908,3671017103832454,2025,9893163,1437877,10963916,5769628,1865503
FIN004909,3674015310722455,2024,28646133,3410084,37166162,8898287,3692669
FIN004910,3674015310722455,2025,39263807,5252137,45287339,31454207,7185949
FIN004911,3674011810742456,2024,48956476,6056624,71678433,34824625,8030682
FIN004912,3674011810742456,2025,61608577,8531027,114239469,33111264,9853699
FIN004913,3175011611662457,2024,11241238,920854,22263611,6787423,1080321
FIN004914,3175011611662457,2025,6348636,476339,12105869,6683055,595328
FIN004915,3671016502782458,2024,18416216,2337581,21118160,13794004,2697187
FIN004916,3671016502782458,2025,21125128,2868045,32844659,13033142,3161539
FIN004917,3276014109882459,2024,15017870,1351884,20796501,13103099,1707523
FIN004918,3276014109882459,2025,14003696,1387937,18241289,5376800,1315703
FIN004919,3171016905732460,2024,9874525,91344,14930143,4362449,87815
FIN004920,3171016905732460,2025,10183151,94522,17865394,7668677,110508
FIN004921,3671016104662461,2024,14541285,1121749,20423936,11984649,1051027
FIN004922,3671016104662461,2025,16871070,1478223,24633629,13691799,1751501
FIN004923,3173010507832462,2024,33998271,6298887,42893375,19719000,5269109
FIN004924,3173010507832462,2025,40424598,6732964,66783567,29401113,7430923
FIN004925,3671011502962463,2024,36992428,5291601,68460558,14672056,5119051
FIN004926,3671011502962463,2025,36613272,5030717,64683585,28549564,4635739
FIN004927,3671011805792464,2024,8934328,632653,17404801,7839718,613707
FIN004928,3671011805792464,2025,11562989,872230,15388735,6034961,766235
FIN004929,3674016507852465,2024,37659123,6928123,59482102,30398349,7073274
FIN004930,3674016507852465,2025,46347892,8518049,80081975,23458856,8242602
FIN004931,3671014310852466,2024,26029170,1181730,32351427,9065412,1133897
FIN004932,3671014310852466,2025,29255629,1593713,56886463,39702731,1313488
FIN004933,3276015711952467,2024,7450211,803297,13927175,7658119,731362
FIN004934,3276015711952467,2025,9059515,1180910,14028174,7783614,1043803
FIN004935,3671014101932468,2024,9721554,1065780,12328304,6407438,1264486
FIN004936,3671014101932468,2025,13871108,1453133,16123985,4566725,1402733
FIN004937,3275010501682469,2024,31201138,3567634,56022150,33274721,3156513
FIN004938,3275010501682469,2025,29596143,3149555,47819523,17463835,2770599
FIN004939,3171013103862470,2024,4012752,313974,5512018,1928347,269489
FIN004940,3171013103862470,2025,3389398,304457,4687230,1343564,393102
FIN004941,3671016508952471,2024,19709218,3881365,30774853,20133696,3496991
FIN004942,3671016508952471,2025,21831026,3920495,38686380,22107363,5299676
FIN004943,3175012111932472,2024,12899000,1463581,24691160,15564215,1500558
FIN004944,3175012111932472,2025,14350623,1475575,23292521,7787853,1984880
FIN004945,3671012502912473,2024,8738699,814627,11442932,3473174,1087769
FIN004946,3671012502912473,2025,10565545,1046845,18913373,10978180,1318590
FIN004947,3275011511682474,2024,6505397,67094,9940506,3463953,88342
FIN004948,3275011511682474,2025,6499402,70910,9429810,2426604,56935
FIN004949,3172017105992475,2024,9876073,424218,15033052,8064107,456699
FIN004950,3172017105992475,2025,12347612,532868,21221466,11058065,615665
FIN004951,3174010610712476,2024,38831377,4996457,63568712,23414325,5741001
FIN004952,3174010610712476,2025,41551745,5069938,55437112,23202224,6250262
FIN004953,3671012102902477,2024,28080587,3175502,32236010,18930385,3581728
FIN004954,3671012102902477,2025,28773720,3593793,41494894,26133907,3055528
FIN004955,3171014204702478,2024,12523137,1107668,23315591,7354441,1117774
FIN004956,3171014204702478,2025,15806177,1328230,30848043,10630965,1370475
FIN004957,3671012203692479,2024,19823812,1655862,34582150,12013186,2002151
FIN004958,3671012203692479,2025,20487658,1679510,30576465,14703789,1562773
FIN004959,3671016712952480,2024,40865665,787717,71434448,48480888,1026492
FIN004960,3671016712952480,2025,57842639,1191293,92650074,25208857,1407268
FIN004961,3171011101662481,2024,15359470,2243186,30420788,20130129,2594370
FIN004962,3171011101662481,2025,16943488,2134480,23766821,7522325,2310169
FIN004963,3674016206802482,2024,12846569,1558917,20479730,11025597,1618123
FIN004964,3674016206802482,2025,15726424,2369333,22380544,9960850,2729713
FIN004965,3276011204702483,2024,26654503,4095047,43428077,9297171,5155034
FIN004966,3276011204702483,2025,29437523,4346127,34520188,8950769,4731698
FIN004967,3275014706732484,2024,27007694,5090241,49534470,25529660,5029246
FIN004968,3275014706732484,2025,31193226,5774331,52818678,25161902,6353924
FIN004969,3674015610912485,2024,25525377,2589577,48503169,12204372,2461737
FIN004970,3674015610912485,2025,29708710,3719594,51088228,20132027,4843140
FIN004971,3175011606882486,2024,12510148,1983955,17511127,10644475,2517550
FIN004972,3175011606882486,2025,10651801,1485155,12710653,7758510,1512881
FIN004973,3175010109742487,2024,11206741,1545269,12711080,6104548,1885092
FIN004974,3175010109742487,2025,14672711,2298669,20624254,7851969,2045330
FIN004975,3275011809022488,2024,18123309,1281395,34464769,9788021,1365267
FIN004976,3275011809022488,2025,24213138,1815984,32568097,10858954,1567850
FIN004977,3171016710922489,2024,19179549,3849754,30938388,14516295,3425027
FIN004978,3171016710922489,2025,23281379,4694786,36960511,13963341,5467032
FIN004979,3671016907892490,2024,28878470,2099097,32024948,14794260,2925163
FIN004980,3671016907892490,2025,40916627,3395917,45445741,16294704,3668781
FIN004981,3173011506762491,2024,9425402,1594053,18047576,4393886,1569043
FIN004982,3173011506762491,2025,11750679,2382828,19100575,9458048,2249204
FIN004983,3173015105752492,2024,21697604,3898714,39698278,11410421,4292767
FIN004984,3173015105752492,2025,23352107,3722188,28941693,7573989,3080035
FIN004985,3671016707862493,2024,35668731,7881951,62182027,30592209,10478184
FIN004986,3671016707862493,2025,44968381,11491231,50231564,30386325,9380035
FIN004987,3271010711002494,2024,9945581,887074,12285415,5551668,1138960
FIN004988,3271010711002494,2025,8059122,936744,13823046,3364674,1306577
FIN004989,3173014703892495,2024,14967822,1971497,29549056,17746099,1887295
FIN004990,3173014703892495,2025,21434179,2471868,26901563,11493743,2553782
FIN004991,3173013007982496,2024,42094288,4069133,76516926,44288044,4215569
FIN004992,3173013007982496,2025,41152126,4224947,78001423,22693599,4285485
FIN004993,3271014502032497,2024,25485681,1965137,44607657,15826570,2741389
FIN004994,3271014502032497,2025,36155132,2957551,50693772,20771045,3834742
FIN004995,3671014604952498,2024,21322250,2482064,35127398,7106612,2842780
FIN004996,3671014604952498,2025,28670614,2982603,36518116,25517734,3526355
FIN004997,3171011206882499,2024,35959289,1230606,54796402,38102293,1246238
FIN004998,3171011206882499,2025,37991794,1487032,72975756,30996856,2032756
FIN004999,3172012906812500,2024,14239993,2020235,16759258,10866911,2209629
FIN005000,3172012906812500,2025,17572866,2322587,24083011,12589625,1895804
FIN005001,3671012603832501,2024,46372276,7116967,52567777,26387702,8172955
FIN005002,3671012603832501,2025,38740277,5869672,66933849,28601504,5944293
FIN005003,3671011803902502,2024,10578391,1306996,21090149,6121437,1191562
FIN005004,3671011803902502,2025,11850441,1720988,20050013,9220389,1446775
FIN005005,3271014311962503,2024,11530738,113166,23007880,15806308,96385
FIN005006,3271014311962503,2025,8431234,75930,16419398,5902764,88605
FIN005007,3276016106022504,2024,26800084,4154226,49453346,28589970,3426651
FIN005008,3276016106022504,2025,29268714,5938967,54770896,18486429,5036741
FIN005009,3174011208832505,2024,35586305,637003,50515880,35208287,845338
FIN005010,3174011208832505,2025,38056866,751298,69551694,24908947,878362
FIN005011,3175017003952506,2024,18119954,3073986,29950302,15205148,2534986
FIN005012,3175017003952506,2025,19120595,3331994,34388959,7504905,3886597
FIN005013,3174012201692507,2024,31747587,3564570,47821197,22152090,2910138
FIN005014,3174012201692507,2025,39730898,4557763,72218784,44860488,4548676
FIN005015,3171014211662508,2024,12924500,1165831,22719691,9171045,1623142
FIN005016,3171014211662508,2025,17682422,1805809,21807129,6235362,1474233
FIN005017,3671012201792509,2024,15011779,1352245,23826142,15418320,1285063
FIN005018,3671012201792509,2025,22042368,1666428,41720028,18593818,1923219
FIN005019,3671016709902510,2024,7187935,1166674,12398682,3392761,1430782
FIN005020,3671016709902510,2025,10760349,1522804,15133099,9317047,1773565
FIN005021,3174016904802511,2024,22570345,4406899,40662836,8264187,3552672
FIN005022,3174016904802511,2025,28226169,4305586,52660223,30286129,5097229
FIN005023,3173012308972512,2024,14102056,2494636,24656101,16459161,3117802
FIN005024,3173012308972512,2025,18412574,3788972,24183841,9060299,4185460
FIN005025,3174015802912513,2024,4726674,834641,5839576,1431140,823565
FIN005026,3174015802912513,2025,3403908,576843,6175058,2418390,568922
FIN005027,3671015311962514,2024,24860220,1845028,34144692,18371943,1618776
FIN005028,3671015311962514,2025,26033968,2077358,41023687,14914303,2209778
FIN005029,3275015705932515,2024,50008490,4368841,80895922,36378076,3705874
FIN005030,3275015705932515,2025,55833398,4840600,72849746,29768862,4854102
FIN005031,3674012508902516,2024,25528054,4501551,42317487,23843602,3893666
FIN005032,3674012508902516,2025,24411033,4318171,31439620,9448978,5791489
FIN005033,3172016408742517,2024,52614448,11435480,78377334,26453317,15535364
FIN005034,3172016408742517,2025,45997063,11073184,53540763,16691899,12672593
FIN005035,3174012306732518,2024,9374302,1353618,12218147,5396034,1780127
FIN005036,3174012306732518,2025,9455523,1364209,15254467,9219759,1500921
FIN005037,3671015609982519,2024,6698420,1313953,12609263,5376276,1113634
FIN005038,3671015609982519,2025,6193361,937103,6976156,2660228,1020440
FIN005039,3671012201872520,2024,24902504,882006,29356950,9444658,993441
FIN005040,3671012201872520,2025,28194991,856163,56197071,23943686,1153093
FIN005041,3674015703792521,2024,9652331,791560,11754308,7603069,907088
FIN005042,3674015703792521,2025,8533793,637192,14462301,9639852,623174
FIN005043,3271011105872522,2024,18604525,750076,21732581,11735455,834487
FIN005044,3271011105872522,2025,17907657,733529,23721945,14714720,762016
FIN005045,3276012610822523,2024,9463681,865899,14283660,3893369,1010259
FIN005046,3276012610822523,2025,11961223,988021,17694129,10790861,1040162
FIN005047,3172014802972524,2024,34118862,5518571,41054099,18257011,6180904
FIN005048,3172014802972524,2025,37648270,5914248,73741960,35815920,8189059
FIN005049,3175015011852525,2024,6716121,882395,8427021,4550340,861644
FIN005050,3175015011852525,2025,8149686,1001670,15614138,4524182,1334212
FIN005051,3671015110672526,2024,52063465,6267257,87843926,32801825,6144642
FIN005052,3671015110672526,2025,44471351,4779580,54370323,32873642,4622780
FIN005053,3276015509712527,2024,27416368,5209614,33998113,21442584,4377041
FIN005054,3276015509712527,2025,34924868,5945716,41071638,11292035,7521046
FIN005055,3175014709982528,2024,8045561,653787,14724465,8894806,798714
FIN005056,3175014709982528,2025,9076191,902983,14809615,6556891,944598
FIN005057,3671012505712529,2024,10056425,541210,14265319,3626417,539602
FIN005058,3671012505712529,2025,14383492,712789,22660450,11446877,617804
FIN005059,3174011205932530,2024,46300998,2544188,58526589,17691653,2831153
FIN005060,3174011205932530,2025,55164044,3680506,101322221,27528407,4070463
FIN005061,3173011407692531,2024,17488946,3411792,19673839,10714524,3569060
FIN005062,3173011407692531,2025,15549461,2732645,20208992,4388076,3555811
FIN005063,3271016707782532,2024,23183393,1911432,34023701,19433416,1823599
FIN005064,3271016707782532,2025,27972529,3019466,46818927,14452823,3853344
FIN005065,3276017012962533,2024,12967810,1283701,25053002,5876191,1189890
FIN005066,3276017012962533,2025,12604905,1394491,19544662,4448155,1184451
FIN005067,3172011212892534,2024,63279220,8627833,107076310,48110370,9821040
FIN005068,3172011212892534,2025,74364637,10668625,133839426,42214793,9202100
FIN005069,3175011001662535,2024,12829564,1200184,21298760,8500661,1117104
FIN005070,3175011001662535,2025,13330354,1199102,15772755,7597087,1499127
FIN005071,3174016509702536,2024,26489326,4067012,34907301,11770099,4272553
FIN005072,3174016509702536,2025,30450600,4964912,45426652,14528227,6711064
FIN005073,3175014403872537,2024,12521704,3100762,22863865,5728691,3433025
FIN005074,3175014403872537,2025,13622530,2909237,19808511,5346447,2982558
FIN005075,3171010309882538,2024,31501902,3286678,40925805,10667684,4569769
FIN005076,3171010309882538,2025,25820710,2782878,42225080,15359453,2574173
FIN005077,3276015605952539,2024,10427752,598907,16116043,9085538,835211
FIN005078,3276015605952539,2025,13664320,843933,23194567,5984964,956519
FIN005079,3275014801742540,2024,14791506,1633305,22866043,8826512,1868710
FIN005080,3275014801742540,2025,15053183,1442957,27998947,12886690,1182200
FIN005081,3172010301872541,2024,19423743,2074705,31527428,18629925,2122195
FIN005082,3172010301872541,2025,22231206,2447557,30510008,10422272,3368770
FIN005083,3276012008952542,2024,21374123,1336811,28065596,10062635,1299317
FIN005084,3276012008952542,2025,24963155,1685943,36211497,13736854,1992839
FIN005085,3674010701772543,2024,3780366,262575,6682408,1563062,367554
FIN005086,3674010701772543,2025,4107449,320258,5317800,1590504,308802
FIN005087,3674011210822544,2024,52922715,3388960,93134503,45983179,3135392
FIN005088,3674011210822544,2025,62430476,4032634,118781705,42834163,4430296
FIN005089,3671011807922545,2024,22534620,2223352,33698758,20983569,1860683
FIN005090,3671011807922545,2025,22119071,2038093,32241840,10645742,1886394
FIN005091,3271010508992546,2024,28811492,4219422,41797971,13429943,5359632
FIN005092,3271010508992546,2025,26262645,3548375,29242227,18293136,3508338
FIN005093,3671014806762547,2024,22116169,1982967,24686207,14546726,2513543
FIN005094,3671014806762547,2025,30504481,2758889,59786087,40328412,2812135
FIN005095,3175011406822548,2024,35488391,2917108,58502372,38447241,2373624
FIN005096,3175011406822548,2025,36510623,3050272,60797318,17805425,3367700
FIN005097,3671015812842549,2024,16573758,3044023,26309862,16277142,4173525
FIN005098,3671015812842549,2025,19433074,3724614,33665102,12166671,3726233
FIN005099,3671010508672550,2024,33570153,1989920,57097967,37292762,1624167
FIN005100,3671010508672550,2025,33138578,2070306,63909432,27660995,2756361
FIN005101,3276016701812551,2024,7368204,1067216,11635327,5318167,1055456
FIN005102,3276016701812551,2025,6641932,944503,8909445,3366250,1112961
FIN005103,3172014904852552,2024,48207031,10337380,70899145,35249376,8860909
FIN005104,3172014904852552,2025,64196316,13016551,104475646,42950265,10545736
FIN005105,3175014905912553,2024,15488405,1710501,26577092,11266374,2290539
FIN005106,3175014905912553,2025,23044997,2882729,35877079,15281559,2360797
FIN005107,3173012108682554,2024,60611603,5613429,112561376,27808692,5575471
FIN005108,3173012108682554,2025,87991825,8700374,115459166,31018316,10239043
FIN005109,3275016208932555,2024,17134590,1842539,27503666,11209724,1988505
FIN005110,3275016208932555,2025,22720806,2850906,44469712,30299102,3833786
FIN005111,3674012101652556,2024,75320402,11837451,125600568,50367346,14349748
FIN005112,3674012101652556,2025,81157200,13333408,145129926,41409827,17135359
FIN005113,3174016605662557,2024,9911942,1346520,19472205,8920840,1274199
FIN005114,3174016605662557,2025,7924142,1125571,12369680,3735227,1003400
FIN005115,3671012510912558,2024,33364095,3171787,50856292,18484413,4332066
FIN005116,3671012510912558,2025,38940977,3989915,50764637,22291254,3559849
FIN005117,3275012710902559,2024,46581159,4920947,85328773,41077256,5325643
FIN005118,3275012710902559,2025,45272112,4663721,71665255,16983744,5968632
FIN005119,3172014707652560,2024,19984365,3737529,31969034,6828022,4030225
FIN005120,3172014707652560,2025,23490359,3725876,29942778,13989971,3997387
FIN005121,3172011612832561,2024,20063369,2052079,34454820,21875349,2066605
FIN005122,3172011612832561,2025,17277920,1682405,33231633,17981957,2346726
FIN005123,3671010911662562,2024,42302748,5338472,48164928,17857009,6786137
FIN005124,3671010911662562,2025,41240857,5399618,62399351,38932293,4893470
FIN005125,3271014704892563,2024,70098724,7574734,117800182,73031571,7531552
FIN005126,3271014704892563,2025,86259259,9675780,102081429,31775628,12231111
FIN005127,3173012107912564,2024,20221897,1697740,25050087,17235259,1753285
FIN005128,3173012107912564,2025,20783933,1548939,37344784,17959320,2088685
FIN005129,3172014309682565,2024,8226925,725078,10920009,4557611,824708
FIN005130,3172014309682565,2025,9772027,729113,11810069,7620102,933796
FIN005131,3671016001912566,2024,3937279,119735,7780904,2207878,141621
FIN005132,3671016001912566,2025,4132573,128572,4642174,2810805,163793
FIN005133,3671015012022567,2024,20415245,1626525,31178413,9619542,2055622
FIN005134,3671015012022567,2025,18514403,1566717,29353215,15864436,1748231
FIN005135,3174014312672568,2024,59001082,7857174,80732719,18541124,6706232
FIN005136,3174014312672568,2025,75153300,11917164,97143134,59969542,16583054
FIN005137,3671015005762569,2024,17061354,2223443,31604150,21455777,2518383
FIN005138,3671015005762569,2025,13657943,1764404,19126913,12997627,1589611
FIN005139,3671010304772570,2024,20468007,2461304,33391351,22094176,3366331
FIN005140,3671010304772570,2025,17275405,1846633,33572889,6726466,1690156
FIN005141,3173015602022571,2024,22233716,3005691,27810399,13169334,2834621
FIN005142,3173015602022571,2025,32569793,4257427,44805310,24085962,3466202
FIN005143,3173016707762572,2024,23057889,3534662,27710835,16488287,3753317
FIN005144,3173016707762572,2025,27385313,4373101,41713516,16976348,4845295
FIN005145,3674014305842573,2024,10652870,1033969,21115004,7349183,1212313
FIN005146,3674014305842573,2025,16091701,1876595,17758146,6062927,2100081
FIN005147,3276010601672574,2024,24472894,2552789,29253790,9505576,3189130
FIN005148,3276010601672574,2025,23612749,2261476,40112212,27535634,2144309
FIN005149,3275015701712575,2024,39512317,6494036,53233794,24444144,7782758
FIN005150,3275015701712575,2025,49827108,7609991,63426891,40450732,9808114
FIN005151,3175014910912576,2024,33072231,799284,47270100,22064954,898147
FIN005152,3175014910912576,2025,39118635,1017149,62192105,32219574,823304
FIN005153,3276012408022577,2024,18695067,2216667,36897051,20848047,3023356
FIN005154,3276012408022577,2025,16692287,1630530,25079206,9461326,1994651
FIN005155,3171015706792578,2024,60665174,5150198,77816357,52709470,4163540
FIN005156,3171015706792578,2025,69933932,5802483,97804421,57840646,6597682
FIN005157,3271010412912579,2024,11088781,1202802,18969132,7132704,1245641
FIN005158,3271010412912579,2025,11308078,1022767,14589242,9563745,931385
FIN005159,3671012910792580,2024,22815256,1457971,34643268,13083844,2039892
FIN005160,3671012910792580,2025,23420003,1400854,45672819,14819071,1754595
FIN005161,3175015310942581,2024,20674826,518515,26317524,10946067,627158
FIN005162,3175015310942581,2025,27229270,699984,47104029,23235241,561092
FIN005163,3671015907972582,2024,13492288,1385453,17202729,9611017,1468474
FIN005164,3671015907972582,2025,15293580,1228637,17280990,9620112,1089017
FIN005165,3674011907912583,2024,12335025,813915,22385732,4555285,1019278
FIN005166,3674011907912583,2025,9848269,677155,15634259,5828116,579301
FIN005167,3275011307872584,2024,49446188,4027090,94070474,57017273,5149645
FIN005168,3275011307872584,2025,52794130,3435053,67178155,45180262,4541483
FIN005169,3671015505012585,2024,24086384,2680842,46940060,30998698,2762785
FIN005170,3671015505012585,2025,22637492,2511024,35046927,24182186,3460120
FIN005171,3671011407872586,2024,19523592,4089669,25411152,7804030,4641536
FIN005172,3671011407872586,2025,21236307,4349721,24546876,14540310,5957351
FIN005173,3175012803702587,2024,8251017,406891,14271515,5575583,443763
FIN005174,3175012803702587,2025,9627216,497551,13530864,3222517,550560
FIN005175,3271010305752588,2024,26897613,2129136,30853396,18922982,2383333
FIN005176,3271010305752588,2025,15480637,1548543,30652303,15020769,1694220
FIN005177,3671015611882589,2024,15070346,3287570,18299132,9257902,3784837
FIN005178,3671015611882589,2025,13331341,2340275,23948882,6217152,1961022
FIN005179,3174012601932590,2024,46102956,4675843,55384915,23605117,4973984
FIN005180,3174012601932590,2025,34061387,4015006,59618062,39362019,5094001
FIN005181,3671010910822591,2024,25456062,2446870,29534842,6721031,2908765
FIN005182,3671010910822591,2025,30196819,2929442,54800645,32853363,2976269
FIN005183,3173013008682592,2024,7698550,1121474,12491089,7497036,915307
FIN005184,3173013008682592,2025,10799129,1637706,20340370,4596387,1722205
FIN005185,3174015309912593,2024,20081510,2563259,37134587,23638420,3055032
FIN005186,3174015309912593,2025,25851308,3601076,33532155,21876948,3291584
FIN005187,3674015204662594,2024,5199517,685033,9542477,3771799,594677
FIN005188,3674015204662594,2025,5619442,666014,6493046,3439067,811407
FIN005189,3671014307012595,2024,32774194,2478667,53452213,32946756,2593444
FIN005190,3671014307012595,2025,28273215,2684416,34946040,16242664,3418585
FIN005191,3175010909902596,2024,4269219,658710,5161166,1297178,912528
FIN005192,3175010909902596,2025,5691666,819177,10012529,5414452,677112
FIN005193,3671015406742597,2024,161632121,15471292,182137220,71527015,14913652
FIN005194,3671015406742597,2025,163270140,14530694,179833883,58502447,14413728
FIN005195,3175011703852598,2024,18297844,2703084,35063887,18501653,2319783
FIN005196,3175011703852598,2025,23319939,3311703,34070887,23292462,3174773
FIN005197,3671016306762599,2024,53835546,10049991,62145913,25751642,12749916
FIN005198,3671016306762599,2025,39032900,7242890,59102357,33388958,8708074
FIN005199,3674010203972600,2024,10991595,1535133,21215915,8609594,1960471
FIN005200,3674010203972600,2025,16842194,2426394,22601830,7552363,3313744
FIN005201,3671010502892601,2024,11878660,363120,16160885,7493236,412415
FIN005202,3671010502892601,2025,9163579,291244,17173133,9287184,280179
FIN005203,3271011811932602,2024,34270496,1311044,66690391,16960173,1704452
FIN005204,3271011811932602,2025,54896304,2186346,107100421,49937832,2706315
FIN005205,3671012305752603,2024,33966644,4439075,63149330,41519017,4734862
FIN005206,3671012305752603,2025,45294938,5220594,82770553,29113290,6572959
FIN005207,3671010308032604,2024,14604558,1700414,19952967,10692579,1941166
FIN005208,3671010308032604,2025,11292081,1344429,18509465,10719618,1879143
FIN005209,3671010404862605,2024,82755068,5327378,97085286,43552498,5147479
FIN005210,3671010404862605,2025,79732154,5037954,92662340,53855740,6572898
FIN005211,3671012812902606,2024,22454382,1601890,26428530,6793358,1312061
FIN005212,3671012812902606,2025,27007805,2087734,52871285,34346638,2085947
FIN005213,3174015105742607,2024,27295713,2545044,36511503,24428987,2388339
FIN005214,3174015105742607,2025,33232699,3194146,59230318,26764949,3059881
FIN005215,3674016411862608,2024,14126318,634933,17462903,6705016,771124
FIN005216,3674016411862608,2025,11539416,548007,14392534,4766061,531600
FIN005217,3671012703912609,2024,6859940,728014,12907581,8128638,614030
FIN005218,3671012703912609,2025,6115950,710954,9352469,6527407,675943
FIN005219,3671012706952610,2024,13180329,3088091,17445401,9428552,2711143
FIN005220,3671012706952610,2025,12984307,2405791,14495689,6470076,3037166
FIN005221,3271013107882611,2024,14742710,1019158,20895076,9438460,1022463
FIN005222,3271013107882611,2025,16753502,1006239,32880672,10859281,1238529
FIN005223,3671012611682612,2024,21417662,3201765,36050102,12456071,3565527
FIN005224,3671012611682612,2025,20885840,3000295,38699347,10155222,4149965
FIN005225,3671015505802613,2024,22317186,3235617,31298653,21730697,4305405
FIN005226,3671015505802613,2025,31914548,5316599,36498251,22176809,7096259
FIN005227,3674016102732614,2024,33340785,3142756,38489503,13308875,2563689
FIN005228,3674016102732614,2025,43922197,4962948,84957492,29525139,5934509
FIN005229,3671016607672615,2024,7281073,849341,11208492,4264741,803811
FIN005230,3671016607672615,2025,7838460,1061702,14656796,8656083,1309471
FIN005231,3671016703812616,2024,14557610,529161,20675740,4372155,434791
FIN005232,3671016703812616,2025,23315088,878811,28344091,18946520,878439
FIN005233,3671016305022617,2024,9648824,1793952,17270320,10056659,2388086
FIN005234,3671016305022617,2025,11389351,1707500,20075326,9619458,1634093
FIN005235,3671014211982618,2024,18313995,3274135,29413754,11627982,2648641
FIN005236,3671014211982618,2025,23758648,5477053,31659314,15091923,6317707
FIN005237,3276014504962619,2024,7503062,214865,8811555,2493441,189620
FIN005238,3276014504962619,2025,8392344,252208,14185631,9319647,241438
FIN005239,3674012112002620,2024,12886952,593933,18716563,6453619,613341
FIN005240,3674012112002620,2025,18558894,706428,21836028,8144671,813237
FIN005241,3671014811842621,2024,25390428,3550745,35165723,10552086,4635015
FIN005242,3671014811842621,2025,26426703,3779805,46573324,15283233,3803220
FIN005243,3175012101662622,2024,53246020,5041411,67421540,20959695,4178848
FIN005244,3175012101662622,2025,47150677,4344172,91288367,40338707,5815447
FIN005245,3671014612792623,2024,25464800,2395784,35903352,19942358,2329600
FIN005246,3671014612792623,2025,31003602,2690668,54515501,14116359,3422714
FIN005247,3171016009972624,2024,10213532,1989819,19569106,10922229,2332266
FIN005248,3171016009972624,2025,10581984,2330518,14798391,5081024,2157794
FIN005249,3175016605012625,2024,23742287,2223136,44804835,29629516,2007092
FIN005250,3175016605012625,2025,26651318,3149876,40021023,8237604,4302338
FIN005251,3171011605012626,2024,31349610,4052980,39397181,17995564,3259293
FIN005252,3171011605012626,2025,39310304,3937836,76786141,31296530,3505123
FIN005253,3276016501742627,2024,10228943,479230,19491487,13156575,513825
FIN005254,3276016501742627,2025,12360635,568881,18990282,9808190,628298
FIN005255,3173012610732628,2024,7989314,1669361,9567579,6415516,1846047
FIN005256,3173012610732628,2025,9292259,2452983,15956992,3901270,2259043
FIN005257,3171010803932629,2024,13413444,549770,23731517,16281165,762581
FIN005258,3171010803932629,2025,16465581,875326,18396445,5887857,772576
FIN005259,3671012107912630,2024,18777467,2490147,26513882,17391877,2746906
FIN005260,3671012107912630,2025,24741189,2898291,39091949,8172769,2385607
FIN005261,3271012308742631,2024,46249940,5763818,87602217,38283098,5033536
FIN005262,3271012308742631,2025,59284914,5946994,110917614,26488557,7675657
FIN005263,3173012104662632,2024,10064032,178172,12300308,7026824,174609
FIN005264,3173012104662632,2025,7525797,136383,8314504,2833242,112419
FIN005265,3171013003972633,2024,12541997,2308343,19508417,9440440,2742162
FIN005266,3171013003972633,2025,13097720,2250204,20657176,10270227,2395706
FIN005267,3671016502952634,2024,15061551,1869991,21109116,9026545,1531510
FIN005268,3671016502952634,2025,17556338,2648091,26704213,15689527,2369804
FIN005269,3671015312862635,2024,7736117,620090,8627601,3960120,682627
FIN005270,3671015312862635,2025,10898994,860548,15294633,7486454,779720
FIN005271,3173014309882636,2024,21835426,4311516,34099293,6931492,3832792
FIN005272,3173014309882636,2025,26147325,4640743,49053626,15343535,3807391
FIN005273,3175012003882637,2024,13086161,859461,25503923,13584611,749186
FIN005274,3175012003882637,2025,14292752,1116431,19045738,11056855,1438544
FIN005275,3671014107862638,2024,20690545,2365041,23371131,11226619,2614213
FIN005276,3671014107862638,2025,12402506,1370798,19581649,8494831,1311041
FIN005277,3174015403842639,2024,11823559,2486354,17481070,5305494,2011188
