dukcapil_id,NIK,nama,tempat_lahir,tanggal_lahir,jenis_kelamin,golongan_darah,alamat,rt_rw,kelurahan_desa,kecamatan,kota_kabupaten,provinsi,agama,status_perkawinan,pekerjaan,kewarganegaraan,berlaku_hingga
DKC002647,3271015508752647,Kartika Hutapea,Bogor,1975-08-15,Perempuan,A,Jl. Halim No. 22,009/003,Bintaro,Kramat Jati,Bogor,Jawa Barat,KONGHUCU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002648,3172010412802648,Joko Firmansyah,Jakarta Utara,1980-12-04,Laki-Laki,A,Jl. Kusuma No. 88,003/006,Rawa Bunga,Serpong,Jakarta Utara,DKI Jakarta,HINDU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002649,3671010712752649,Eko Gunawan,Tangerang,1975-12-07,Laki-Laki,A,Jl. Kusuma No. 32,010/007,Rawa Bunga,Cengkareng,Tangerang,Banten,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002650,3275016712012650,Ani Lubis,Bekasi,2001-12-27,Perempuan,AB,Jl. Kusuma No. 142,005/010,Sukajadi,Serpong,Bekasi,Jawa Barat,KATOLIK,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002651,3674010612962651,Gunawan Firmansyah,Tangerang Selatan,1996-12-06,Laki-Laki,AB,Jl. Wijaya No. 61,006/001,Bintaro,Bekasi Timur,Tangerang Selatan,Jawa Barat,BUDDHA,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002652,3671014907812652,Retno Halim,Tangerang,1981-07-09,Perempuan,AB,Jl. Kusuma No. 131,002/001,Cempaka Putih,Serpong,Tangerang,Banten,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002653,3674014806992653,Tri Gunawan,Tangerang Selatan,1999-06-08,Perempuan,O,Jl. Tanjung No. 128,008/005,Rawa Bunga,Sukmajaya,Tangerang Selatan,Jawa Barat,KRISTEN,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002654,3171016309742654,Melati Hutapea,Jakarta Pusat,1974-09-23,Perempuan,O,Jl. Setiawan No. 74,012/010,Kebon Baru,Bekasi Timur,Jakarta Pusat,DKI Jakarta,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002655,3175010611792655,Budi Handoko,Jakarta Timur,1979-11-06,Laki-Laki,AB,Jl. Simanjuntak No. 73,009/005,Cipete,Bekasi Timur,Jakarta Timur,DKI Jakarta,KATOLIK,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002656,3172015704802656,Ika Setiawan,Jakarta Utara,1980-04-17,Perempuan,O,Jl. Lubis No. 126,002/003,Rawa Bunga,Cengkareng,Jakarta Utara,DKI Jakarta,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002657,3173014105842657,Melati Santoso,Jakarta Barat,1984-05-01,Perempuan,O,Jl. Firmansyah No. 6,007/005,Sukajadi,Kramat Jati,Jakarta Barat,DKI Jakarta,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002658,3271010811732658,Sutrisno Handoko,Bogor,1973-11-08,Laki-Laki,A,Jl. Susanto No. 95,002/004,Duren Sawit,Tebet,Bogor,Jawa Barat,HINDU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002659,3271010512892659,Eko Susanto,Bogor,1989-12-05,Laki-Laki,B,Jl. Susanto No. 91,006/010,Rawa Bunga,Cengkareng,Bogor,Jawa Barat,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002660,3671011702742660,Joko Rahman,Tangerang,1974-02-17,Laki-Laki,AB,Jl. Lubis No. 124,012/007,Cipete,Sukmajaya,Tangerang,Banten,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002661,3671010705662661,Bambang Panjaitan,Tangerang,1966-05-07,Laki-Laki,O,Jl. Situmorang No. 14,005/004,Sukajadi,Bekasi Timur,Tangerang,Banten,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002662,3671015205992662,Yanti Handoko,Tangerang,1999-05-12,Perempuan,B,Jl. Kurniawan No. 149,008/010,Kebon Baru,Kramat Jati,Tangerang,Banten,HINDU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002663,3671012901682663,Doni Simanjuntak,Tangerang,1968-01-29,Laki-Laki,O,Jl. Wijaya No. 135,010/009,Rawa Bunga,Serpong,Tangerang,Banten,KONGHUCU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002664,3276011610912664,Agus Halim,Depok,1991-10-16,Laki-Laki,A,Jl. Kurniawan No. 28,006/004,Cempaka Putih,Tebet,Depok,Jawa Barat,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002665,3671014910952665,Dewi Wijaya,Tangerang,1995-10-09,Perempuan,B,Jl. Hutapea No. 56,010/007,Kebon Baru,Bekasi Timur,Tangerang,Banten,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002666,3671011705892666,Krisna Santoso,Tangerang,1989-05-17,Laki-Laki,O,Jl. Kusuma No. 44,011/002,Kebon Baru,Sukmajaya,Tangerang,Banten,KATOLIK,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002667,3674016305842667,Ayu Saputra,Tangerang Selatan,1984-05-23,Perempuan,O,Jl. Nugroho No. 70,003/001,Kebon Baru,Cengkareng,Tangerang Selatan,Jawa Barat,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002668,3671010607842668,Bambang Pratama,Tangerang,1984-07-06,Laki-Laki,AB,Jl. Handoko No. 72,003/007,Duren Sawit,Cengkareng,Tangerang,Banten,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002669,3171014203992669,Sari Rahman,Jakarta Pusat,1999-03-02,Perempuan,O,Jl. Simanjuntak No. 112,007/004,Bintaro,Sukmajaya,Jakarta Pusat,DKI Jakarta,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002670,3671012511842670,Sutrisno Hutapea,Tangerang,1984-11-25,Laki-Laki,AB,Jl. Firmansyah No. 146,003/005,Cipete,Sukmajaya,Tangerang,Banten,HINDU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002671,3276017107002671,Suryani Firmansyah,Depok,2000-07-31,Perempuan,AB,Jl. Nugroho No. 24,006/006,Cipete,Bekasi Timur,Depok,Jawa Barat,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002672,3171010902932672,Iwan Firmansyah,Jakarta Pusat,1993-02-09,Laki-Laki,O,Jl. Siregar No. 3,009/010,Cipete,Cengkareng,Jakarta Pusat,DKI Jakarta,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002673,3671015806702673,Ika Lubis,Tangerang,1970-06-18,Perempuan,B,Jl. Setiawan No. 148,003/004,Cempaka Putih,Cengkareng,Tangerang,Banten,HINDU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002674,3173012804742674,Hendra Wijaya,Jakarta Barat,1974-04-28,Laki-Laki,B,Jl. Handoko No. 143,005/001,Cipete,Serpong,Jakarta Barat,DKI Jakarta,KONGHUCU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002675,3271011509962675,Dimas Permana,Bogor,1996-09-15,Laki-Laki,AB,Jl. Handoko No. 129,004/001,Duren Sawit,Cengkareng,Bogor,Jawa Barat,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002676,3674016703942676,Yanti Situmorang,Tangerang Selatan,1994-03-27,Perempuan,AB,Jl. Suryadi No. 129,007/009,Sukamaju,Tebet,Tangerang Selatan,Jawa Barat,KATOLIK,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002677,3173010108932677,Irfan Panjaitan,Jakarta Barat,1993-08-01,Laki-Laki,O,Jl. Tanjung No. 109,005/005,Duren Sawit,Kramat Jati,Jakarta Barat,DKI Jakarta,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002678,3674012610692678,Hadi Wijaya,Tangerang Selatan,1969-10-26,Laki-Laki,AB,Jl. Permana No. 91,004/005,Duren Sawit,Kramat Jati,Tangerang Selatan,Jawa Barat,ISLAM,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002679,3671015611842679,Wulan Kurniawan,Tangerang,1984-11-16,Perempuan,AB,Jl. Suryadi No. 26,006/003,Sukamaju,Kramat Jati,Tangerang,Banten,KATOLIK,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002680,3275010102012680,Taufik Kusuma,Bekasi,2001-02-01,Laki-Laki,AB,Jl. Permana No. 96,011/002,Kebon Baru,Kramat Jati,Bekasi,Jawa Barat,KATOLIK,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002681,3671013105732681,Arif Kurniawan,Tangerang,1973-05-31,Laki-Laki,B,Jl. Pratama No. 145,009/008,Cipete,Bekasi Timur,Tangerang,Banten,KONGHUCU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002682,3671011812992682,Irfan Handoko,Tangerang,1999-12-18,Laki-Laki,AB,Jl. Setiawan No. 54,004/009,Sukajadi,Tebet,Tangerang,Banten,HINDU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002683,3174012404812683,Rian Handoko,Jakarta Selatan,1981-04-24,Laki-Laki,B,Jl. Setiawan No. 21,009/005,Rawa Bunga,Bekasi Timur,Jakarta Selatan,DKI Jakarta,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002684,3671016212792684,Maya Simanjuntak,Tangerang,1979-12-22,Perempuan,B,Jl. Handoko No. 5,012/003,Rawa Bunga,Sukmajaya,Tangerang,Banten,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002685,3175010808872685,Rizky Susanto,Jakarta Timur,1987-08-08,Laki-Laki,B,Jl. Wijaya No. 80,001/008,Bintaro,Serpong,Jakarta Timur,DKI Jakarta,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002686,3275012706652686,Fajar Wijaya,Bekasi,1965-06-27,Laki-Laki,B,Jl. Setiawan No. 28,007/009,Bintaro,Cengkareng,Bekasi,Jawa Barat,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002687,3276014606022687,Ani Susanto,Depok,2002-06-06,Perempuan,B,Jl. Wijaya No. 73,004/002,Cempaka Putih,Bekasi Timur,Depok,Jawa Barat,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002688,3674010610802688,Hendra Permana,Tangerang Selatan,1980-10-06,Laki-Laki,O,Jl. Wijaya No. 45,004/004,Cipete,Tebet,Tangerang Selatan,Jawa Barat,HINDU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002689,3276016803762689,Ayu Santoso,Depok,1976-03-28,Perempuan,O,Jl. Gunawan No. 85,006/003,Cipete,Bekasi Timur,Depok,Jawa Barat,KRISTEN,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002690,3275011706712690,Slamet Tanjung,Bekasi,1971-06-17,Laki-Laki,O,Jl. Panjaitan No. 81,002/001,Sukamaju,Cengkareng,Bekasi,Jawa Barat,KONGHUCU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002691,3671016704792691,Dewi Permana,Tangerang,1979-04-27,Perempuan,O,Jl. Kurniawan No. 19,003/002,Sukajadi,Bekasi Timur,Tangerang,Banten,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002692,3172011501012692,Fajar Halim,Jakarta Utara,2001-01-15,Laki-Laki,B,Jl. Situmorang No. 60,001/006,Duren Sawit,Sukmajaya,Jakarta Utara,DKI Jakarta,KATOLIK,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002693,3674010609012693,Irfan Permana,Tangerang Selatan,2001-09-06,Laki-Laki,A,Jl. Suryadi No. 149,005/004,Cempaka Putih,Tebet,Tangerang Selatan,Jawa Barat,KONGHUCU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002694,3173012808952694,Dedi Firmansyah,Jakarta Barat,1995-08-28,Laki-Laki,AB,Jl. Permana No. 136,006/006,Sukajadi,Sukmajaya,Jakarta Barat,DKI Jakarta,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002695,3671012806792695,Bambang Kurniawan,Tangerang,1979-06-28,Laki-Laki,AB,Jl. Rahman No. 130,001/006,Sukajadi,Tebet,Tangerang,Banten,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002696,3276012301752696,Bambang Wibowo,Depok,1975-01-23,Laki-Laki,O,Jl. Hidayat No. 61,001/006,Bintaro,Serpong,Depok,Jawa Barat,KATOLIK,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002697,3174013011902697,Hadi Hutapea,Jakarta Selatan,1990-11-30,Laki-Laki,AB,Jl. Saputra No. 104,005/004,Bintaro,Bekasi Timur,Jakarta Selatan,DKI Jakarta,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002698,3175011010842698,Yudi Suryadi,Jakarta Timur,1984-10-10,Laki-Laki,A,Jl. Saputra No. 48,006/010,Cempaka Putih,Sukmajaya,Jakarta Timur,DKI Jakarta,KONGHUCU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002699,3671012502692699,Krisna Tanjung,Tangerang,1969-02-25,Laki-Laki,O,Jl. Tanjung No. 139,006/007,Sukajadi,Bekasi Timur,Tangerang,Banten,HINDU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002700,3671016102872700,Dewi Halim,Tangerang,1987-02-21,Perempuan,B,Jl. Hutapea No. 145,004/001,Sukajadi,Tebet,Tangerang,Banten,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002701,3173015803922701,Melati Siregar,Jakarta Barat,1992-03-18,Perempuan,B,Jl. Nugroho No. 19,008/010,Kebon Baru,Bekasi Timur,Jakarta Barat,DKI Jakarta,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002702,3671010206972702,Dimas Simanjuntak,Tangerang,1997-06-02,Laki-Laki,AB,Jl. Wijaya No. 99,006/005,Rawa Bunga,Kramat Jati,Tangerang,Banten,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002703,3275011410942703,Krisna Halim,Bekasi,1994-10-14,Laki-Laki,O,Jl. Wibowo No. 95,001/010,Duren Sawit,Bekasi Timur,Bekasi,Jawa Barat,KRISTEN,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002704,3674014908712704,Dian Tanjung,Tangerang Selatan,1971-08-09,Perempuan,B,Jl. Suryadi No. 29,010/003,Cipete,Tebet,Tangerang Selatan,Jawa Barat,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002705,3275010503982705,Rizky Rahman,Bekasi,1998-03-05,Laki-Laki,A,Jl. Santoso No. 57,007/001,Sukajadi,Sukmajaya,Bekasi,Jawa Barat,KATOLIK,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002706,3174012210732706,Gunawan Suryadi,Jakarta Selatan,1973-10-22,Laki-Laki,B,Jl. Handoko No. 104,011/003,Sukamaju,Cengkareng,Jakarta Selatan,DKI Jakarta,KONGHUCU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002707,3275015810682707,Kartika Handoko,Bekasi,1968-10-18,Perempuan,AB,Jl. Lubis No. 119,003/007,Cempaka Putih,Tebet,Bekasi,Jawa Barat,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002708,3671016209782708,Sari Tanjung,Tangerang,1978-09-22,Perempuan,O,Jl. Santoso No. 126,008/004,Rawa Bunga,Sukmajaya,Tangerang,Banten,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002709,3174011911802709,Taufik Pratama,Jakarta Selatan,1980-11-19,Laki-Laki,A,Jl. Hidayat No. 95,007/004,Bintaro,Cengkareng,Jakarta Selatan,DKI Jakarta,KONGHUCU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002710,3271014110692710,Dewi Wijaya,Bogor,1969-10-01,Perempuan,O,Jl. Suryadi No. 69,012/009,Cipete,Serpong,Bogor,Jawa Barat,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002711,3671015310972711,Dian Saputra,Tangerang,1997-10-13,Perempuan,A,Jl. Handoko No. 128,005/009,Bintaro,Cengkareng,Tangerang,Banten,HINDU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002712,3671011405942712,Rudi Simanjuntak,Tangerang,1994-05-14,Laki-Laki,AB,Jl. Hidayat No. 138,004/006,Cipete,Sukmajaya,Tangerang,Banten,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002713,3174011510022713,Hendra Halim,Jakarta Selatan,2002-10-15,Laki-Laki,A,Jl. Simanjuntak No. 52,001/007,Duren Sawit,Bekasi Timur,Jakarta Selatan,DKI Jakarta,KONGHUCU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002714,3172012912682714,Slamet Handoko,Jakarta Utara,1968-12-29,Laki-Laki,O,Jl. Siregar No. 148,004/004,Rawa Bunga,Kramat Jati,Jakarta Utara,DKI Jakarta,KONGHUCU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002715,3172011706862715,Gunawan Kurniawan,Jakarta Utara,1986-06-17,Laki-Laki,B,Jl. Wijaya No. 83,011/007,Cempaka Putih,Sukmajaya,Jakarta Utara,DKI Jakarta,KONGHUCU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002716,3271016512722716,Fitri Nugroho,Bogor,1972-12-25,Perempuan,O,Jl. Hutapea No. 44,001/003,Duren Sawit,Sukmajaya,Bogor,Jawa Barat,HINDU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002717,3171016001902717,Ayu Saputra,Jakarta Pusat,1990-01-20,Perempuan,B,Jl. Wibowo No. 51,005/006,Sukajadi,Bekasi Timur,Jakarta Pusat,DKI Jakarta,KRISTEN,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002718,3174010510842718,Dedi Siregar,Jakarta Selatan,1984-10-05,Laki-Laki,O,Jl. Kusuma No. 111,006/001,Kebon Baru,Sukmajaya,Jakarta Selatan,DKI Jakarta,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002719,3671015003792719,Maya Situmorang,Tangerang,1979-03-10,Perempuan,AB,Jl. Handoko No. 127,012/008,Sukajadi,Bekasi Timur,Tangerang,Banten,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002720,3671010107742720,Krisna Setiawan,Tangerang,1974-07-01,Laki-Laki,AB,Jl. Tanjung No. 82,004/006,Kebon Baru,Sukmajaya,Tangerang,Banten,KONGHUCU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002721,3271010306662721,Anton Gunawan,Bogor,1966-06-03,Laki-Laki,B,Jl. Suryadi No. 41,001/010,Duren Sawit,Sukmajaya,Bogor,Jawa Barat,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002722,3674015511932722,Rita Hutapea,Tangerang Selatan,1993-11-15,Perempuan,AB,Jl. Permana No. 48,010/005,Kebon Baru,Kramat Jati,Tangerang Selatan,Jawa Barat,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002723,3275014803012723,Dian Wibowo,Bekasi,2001-03-08,Perempuan,AB,Jl. Gunawan No. 5,007/010,Duren Sawit,Kramat Jati,Bekasi,Jawa Barat,BUDDHA,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002724,3174015409652724,Retno Saputra,Jakarta Selatan,1965-09-14,Perempuan,AB,Jl. Setiawan No. 125,012/010,Bintaro,Cengkareng,Jakarta Selatan,DKI Jakarta,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002725,3174016301652725,Indah Siregar,Jakarta Selatan,1965-01-23,Perempuan,A,Jl. Kusuma No. 19,009/009,Cipete,Sukmajaya,Jakarta Selatan,DKI Jakarta,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002726,3671010208812726,Dedi Situmorang,Tangerang,1981-08-02,Laki-Laki,O,Jl. Gunawan No. 54,009/005,Sukajadi,Tebet,Tangerang,Banten,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002727,3674016807812727,Dewi Hidayat,Tangerang Selatan,1981-07-28,Perempuan,O,Jl. Wijaya No. 24,007/005,Cempaka Putih,Bekasi Timur,Tangerang Selatan,Jawa Barat,KRISTEN,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002728,3674015904722728,Suryani Gunawan,Tangerang Selatan,1972-04-19,Perempuan,A,Jl. Pratama No. 32,004/006,Duren Sawit,Bekasi Timur,Tangerang Selatan,Jawa Barat,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002729,3671010603652729,Sutrisno Nugroho,Tangerang,1965-03-06,Laki-Laki,O,Jl. Kurniawan No. 114,004/005,Kebon Baru,Cengkareng,Tangerang,Banten,HINDU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002730,3271010903862730,Krisna Simanjuntak,Bogor,1986-03-09,Laki-Laki,A,Jl. Panjaitan No. 13,007/001,Kebon Baru,Sukmajaya,Bogor,Jawa Barat,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002731,3275012007822731,Hadi Siregar,Bekasi,1982-07-20,Laki-Laki,B,Jl. Gunawan No. 35,002/005,Sukajadi,Serpong,Bekasi,Jawa Barat,KRISTEN,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002732,3671011511862732,Hendra Susanto,Tangerang,1986-11-15,Laki-Laki,AB,Jl. Wibowo No. 18,007/009,Sukamaju,Sukmajaya,Tangerang,Banten,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002733,3671014702772733,Yanti Kurniawan,Tangerang,1977-02-07,Perempuan,A,Jl. Hidayat No. 56,011/004,Cipete,Bekasi Timur,Tangerang,Banten,KATOLIK,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002734,3671010110792734,Dimas Gunawan,Tangerang,1979-10-01,Laki-Laki,O,Jl. Hutapea No. 82,009/002,Bintaro,Serpong,Tangerang,Banten,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002735,3671016005902735,Desi Handoko,Tangerang,1990-05-20,Perempuan,A,Jl. Hutapea No. 85,003/005,Cempaka Putih,Kramat Jati,Tangerang,Banten,ISLAM,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002736,3172012402912736,Gunawan Susanto,Jakarta Utara,1991-02-24,Laki-Laki,AB,Jl. Kusuma No. 29,005/002,Duren Sawit,Tebet,Jakarta Utara,DKI Jakarta,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002737,3276015501912737,Lina Hutapea,Depok,1991-01-15,Perempuan,A,Jl. Susanto No. 44,007/006,Cempaka Putih,Tebet,Depok,Jawa Barat,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002738,3275012910712738,Rizky Suryadi,Bekasi,1971-10-29,Laki-Laki,A,Jl. Simanjuntak No. 130,011/005,Duren Sawit,Bekasi Timur,Bekasi,Jawa Barat,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002739,3275017112952739,Maya Simanjuntak,Bekasi,1995-12-31,Perempuan,B,Jl. Suryadi No. 48,010/002,Kebon Baru,Serpong,Bekasi,Jawa Barat,HINDU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002740,3271014204772740,Nina Saputra,Bogor,1977-04-02,Perempuan,A,Jl. Gunawan No. 49,003/002,Sukamaju,Tebet,Bogor,Jawa Barat,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002741,3171010408692741,Dimas Gunawan,Jakarta Pusat,1969-08-04,Laki-Laki,AB,Jl. Wibowo No. 137,003/004,Duren Sawit,Kramat Jati,Jakarta Pusat,DKI Jakarta,BUDDHA,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002742,3175011309822742,Rian Setiawan,Jakarta Timur,1982-09-13,Laki-Laki,B,Jl. Wibowo No. 123,002/004,Cempaka Putih,Tebet,Jakarta Timur,DKI Jakarta,KRISTEN,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002743,3276010511752743,Krisna Situmorang,Depok,1975-11-05,Laki-Laki,O,Jl. Suryadi No. 11,008/008,Cipete,Tebet,Depok,Jawa Barat,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002744,3671011309932744,Gunawan Tanjung,Tangerang,1993-09-13,Laki-Laki,O,Jl. Hutapea No. 102,008/005,Sukamaju,Sukmajaya,Tangerang,Banten,KONGHUCU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002745,3174015802852745,Anggi Setiawan,Jakarta Selatan,1985-02-18,Perempuan,AB,Jl. Pratama No. 75,012/001,Sukamaju,Kramat Jati,Jakarta Selatan,DKI Jakarta,KRISTEN,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002746,3172016201972746,Anggi Kurniawan,Jakarta Utara,1997-01-22,Perempuan,O,Jl. Setiawan No. 73,008/003,Rawa Bunga,Cengkareng,Jakarta Utara,DKI Jakarta,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002747,3276015708912747,Lestari Kurniawan,Depok,1991-08-17,Perempuan,B,Jl. Handoko No. 112,012/004,Rawa Bunga,Serpong,Depok,Jawa Barat,KRISTEN,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC002748,3172011211902748,Yudi Rahman,Jakarta Utara,1990-11-12,Laki-Laki,B,Jl. Wibowo No. 50,011/003,Bintaro,Sukmajaya,Jakarta Utara,DKI Jakarta,KONGHUCU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002749,3175010702732749,Ahmad Panjaitan,Jakarta Timur,1973-02-07,Laki-Laki,B,Jl. Halim No. 117,011/004,Sukajadi,Sukmajaya,Jakarta Timur,DKI Jakarta,BUDDHA,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC002750,3671013107952750,Andi Kurniawan,Tangerang,1995-07-31,Laki-Laki,B,Jl. Lubis No. 21,011/004,Rawa Bunga,Kramat Jati,Tangerang,Banten,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC002751,3275012703872751,Rudi Santoso,Bekasi,1987-03-27,Laki-Laki,O,Jl. Halim No. 2,012/009,Duren Sawit,Sukmajaya,Bekasi,Jawa Barat,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
