application_id,NIK,company_name,owner_name,industry,sub_industry,province,city,branch_name,region,rm_id,rm_name,rm_branch_name,level,loan_requested,collateral_type,collateral_market_value,collateral_ratio,estimated_dsr,revenue_growth_pct,profit_margin_2025,slik_worst_collectability,status_dhn,bank_best_avg_balance_6m,bank_best_current_balance,identity_passed,character_score,character_notes,collateral_score,collateral_notes,financial_score,financial_notes,cashflow_score,cashflow_notes,risk_score,decision,zone,jenis_kredit_rekomendasi,nominal_disetujui,jangka_waktu_bulan,bunga_persen,insight,insight_kategori,label
APP202602508,3171014211662508,CV Wijaya Makmur,Novi Wibowo,Kuliner,Restoran,DKI Jakarta,Jakarta Pusat,KCP Kelapa Gading,Region 1,RM0007,Wati Lubis,KCP Kelapa Gading,Junior RB,75000000,Gudang,2155578000,28.74,1.58,0.3681,0.1021,0.0,Tidak,5629764,9376118,True,0.6,Belum memiliki riwayat kredit di SLIK (nasabah baru),1.0,LTV agunan 2874% dari pinjaman,0.793,"Omset tumbuh +36.8% (2024→2025), margin laba 10.2%",0.0,"Saldo rata-rata 3.8x omset bulanan, saldo real-time 6.4x omset bulanan, overdraft 3x dalam 6 bulan",0.692,Layak Bersyarat,Kuning,KMK,75000000,12,12.0,Layak bersyarat karena Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.,Layak bersyarat karena,Diterima
APP202602509,3671012201792509,PT Rahman Abadi,Gunawan Hutapea,Manufaktur,Pengolahan Makanan Ringan,Banten,Tangerang,KCP Cikini,Region 1,RM0028,Agus Firmansyah,KCP Cikini,Junior RB,500000000,Gudang,1622644000,3.25,3.0,0.4683,0.0756,3.0,Tidak,23175759,20958499,True,0.45,Kolektibilitas terburuk: Kurang Lancar di 3 bank,1.0,LTV agunan 325% dari pinjaman,0.783,"Omset tumbuh +46.8% (2024→2025), margin laba 7.6%",0.429,"Saldo rata-rata 12.6x omset bulanan, saldo real-time 11.4x omset bulanan, memiliki rekening dormant",0.684,Layak Bersyarat,Kuning,KI,500000000,36,12.0,"Layak bersyarat karena Character, Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Diterima
APP202602510,3671016709902510,PT Suryadi Makmur,Anggi Wibowo,Jasa,Laundry,Banten,Tangerang,KCP Cikini,Region 3,RM0025,Wahyu Susanto,KCP Cikini,Junior RB,50000000,Gudang,3118660000,62.37,3.0,0.497,0.1415,1.0,Tidak,12105792,15994926,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 6237% dari pinjaman,0.976,"Omset tumbuh +49.7% (2024→2025), margin laba 14.1%",0.743,"Saldo rata-rata 13.5x omset bulanan, saldo real-time 17.8x omset bulanan",0.96,Layak,Hijau,KMK,50000000,12,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.98, Collateral 1.00, Cashflow 0.74) berada di zona aman.",Layak karena,Diterima
APP202602511,3174016904802511,UD Firmansyah Mandiri,Lina Handoko,Perdagangan,Toko Sembako,DKI Jakarta,Jakarta Selatan,KCP Kelapa Gading,Region 3,RM0005,Bayu Situmorang,KCP Kelapa Gading,Senior RB,100000000,Tanah,9082800000,90.83,3.0,0.2506,0.1525,3.0,Tidak,24053367,31055813,True,0.45,Kolektibilitas terburuk: Kurang Lancar di 3 bank,1.0,LTV agunan 9083% dari pinjaman,0.85,"Omset tumbuh +25.1% (2024→2025), margin laba 15.2%",0.556,"Saldo rata-rata 10.2x omset bulanan, saldo real-time 13.2x omset bulanan",0.718,Layak,Hijau,KMK,100000000,12,9.5,Layak tapi Character tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202602512,3173012308972512,UD Firmansyah Mandiri,Krisna Panjaitan,Transportasi,Ekspedisi Kecil,DKI Jakarta,Jakarta Barat,KCP Tebet,Region 4,RM0004,Rita Halim,KCP Tebet,Junior RB,50000000,Ruko,4475976000,89.52,1.01,0.3057,0.2058,0.0,Tidak,28088233,34328700,True,0.6,Belum memiliki riwayat kredit di SLIK (nasabah baru),1.0,LTV agunan 8952% dari pinjaman,0.883,"Omset tumbuh +30.6% (2024→2025), margin laba 20.6%",0.967,"Saldo rata-rata 18.3x omset bulanan, saldo real-time 22.4x omset bulanan",0.807,Layak,Hijau,KMK,50000000,12,9.5,"Layak karena seluruh komponen (Character 0.60, Financial 0.88, Collateral 1.00, Cashflow 0.97) berada di zona aman.",Layak karena,Diterima
APP202602513,3174015802912513,PT Santoso Makmur,Lina Tanjung,Manufaktur,Konveksi,DKI Jakarta,Jakarta Selatan,KCP Cikini,Region 3,RM0026,Agus Santoso,KCP Cikini,Senior RB,150000000,Gudang,8018295000,53.46,3.0,-0.2799,0.1695,2.0,Tidak,719681,907181,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 2 bank,1.0,LTV agunan 5346% dari pinjaman,0.532,"Omset menurun -28.0% (2024→2025), margin laba 17.0%",0.136,"Saldo rata-rata 2.5x omset bulanan, saldo real-time 3.2x omset bulanan",0.697,Layak Bersyarat,Kuning,KMK,150000000,12,12.0,Layak bersyarat karena Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.,Layak bersyarat karena,Diterima
APP202602514,3671015311962514,UD Siregar Mandiri,Yuni Panjaitan,Perdagangan,Distributor Elektronik,Banten,Tangerang,KCP Cikini,Region 4,RM0028,Agus Firmansyah,KCP Cikini,Junior RB,300000000,Rumah,12218313000,40.73,3.0,0.0472,0.0798,3.0,Tidak,18334272,9375068,True,0.45,Kolektibilitas terburuk: Kurang Lancar di 2 bank,1.0,LTV agunan 4073% dari pinjaman,0.541,"Omset tumbuh +4.7% (2024→2025), margin laba 8.0%",0.315,"Saldo rata-rata 8.5x omset bulanan, saldo real-time 4.3x omset bulanan",0.616,Layak Bersyarat,Kuning,KI,300000000,36,12.0,"Layak bersyarat karena Character, Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Diterima
APP202602515,3275015705932515,CV Wibowo Makmur,Siti Wijaya,Pertanian,Peternakan Ayam,Jawa Barat,Bekasi,KCP Tangerang BSD,Region 1,RM0022,Sari Setiawan,KCP Tangerang BSD,Junior RB,75000000,Rumah,3500428000,46.67,1.24,0.1165,0.0867,1.0,Tidak,13993406,12540606,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 4667% dari pinjaman,0.601,"Omset tumbuh +11.7% (2024→2025), margin laba 8.7%",0.137,"Saldo rata-rata 3.0x omset bulanan, saldo real-time 2.7x omset bulanan",0.79,Layak,Hijau,KMK,75000000,12,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202602516,3674012508902516,PT Santoso Abadi,Doni Pratama,Perdagangan,Distributor Bahan Bangunan,Jawa Barat,Tangerang Selatan,KCP Depok Margonda,Region 1,RM0015,Desi Wijaya,KCP Depok Margonda,Junior RB,1000000000,Ruko,3419323000,3.42,3.0,-0.0438,0.1769,0.0,Tidak,40860399,28470522,True,0.6,Belum memiliki riwayat kredit di SLIK (nasabah baru),1.0,LTV agunan 342% dari pinjaman,0.674,"Omset menurun -4.4% (2024→2025), margin laba 17.7%",0.807,"Saldo rata-rata 20.1x omset bulanan, saldo real-time 14.0x omset bulanan",0.751,Layak,Hijau,KI,1000000000,36,9.5,"Layak karena seluruh komponen (Character 0.60, Financial 0.67, Collateral 1.00, Cashflow 0.81) berada di zona aman.",Layak karena,Diterima
APP202602517,3172016408742517,PT Gunawan Abadi,Maya Panjaitan,Manufaktur,Konveksi,DKI Jakarta,Jakarta Utara,KCP Tebet,Region 1,RM0001,Ani Tanjung,KCP Tebet,Junior RB,50000000,Ruko,13085745000,261.71,2.25,-0.1258,0.2407,1.0,Tidak,12049246,11349930,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,1.0,LTV agunan 26171% dari pinjaman,0.625,"Omset menurun -12.6% (2024→2025), margin laba 24.1%",0.147,"Saldo rata-rata 3.1x omset bulanan, saldo real-time 3.0x omset bulanan",0.809,Layak,Hijau,KMK,50000000,12,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202602518,3174012306732518,CV Suryadi Jaya,Doni Hutapea,Kuliner,Katering,DKI Jakarta,Jakarta Selatan,KCP Bekasi Barat,Region 4,RM0012,Ika Tanjung,KCP Bekasi Barat,Junior RB,750000000,Tanah,1070970000,1.43,3.0,0.0087,0.1443,3.0,Tidak,4282799,4930106,True,0.45,Kolektibilitas terburuk: Kurang Lancar di 2 bank,0.953,LTV agunan 143% dari pinjaman,0.69,"Omset stagnan +0.9% (2024→2025), margin laba 14.4%",0.0,"Saldo rata-rata 5.4x omset bulanan, saldo real-time 6.3x omset bulanan, overdraft 3x dalam 6 bulan",0.605,Layak Bersyarat,Kuning,KI,749679000,36,12.0,"Layak bersyarat karena Character, Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Ditolak
APP202602519,3671015609982519,PT Kusuma Mandiri,Suryani Hutapea,Pertanian,Distributor Hasil Tani,Banten,Tangerang,KCP Cibubur,Region 2,RM0040,Tri Wibowo,KCP Cibubur,Junior RB,100000000,Ruko,3693303000,36.93,3.0,-0.0754,0.1513,1.0,Tidak,10900769,2269159,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 3693% dari pinjaman,0.655,"Omset menurun -7.5% (2024→2025), margin laba 15.1%",0.446,"Saldo rata-rata 21.1x omset bulanan, saldo real-time 4.4x omset bulanan, memiliki rekening dormant",0.834,Layak,Hijau,KMK,100000000,12,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202602520,3671012201872520,UD Simanjuntak Mandiri,Sutrisno Hutapea,Kuliner,Bakery,Banten,Tangerang,KCP Cikini,Region 4,RM0028,Agus Firmansyah,KCP Cikini,Junior RB,75000000,Ruko,12188448000,162.51,0.99,0.1322,0.0304,0.0,Tidak,54853899,48300081,True,0.6,Belum memiliki riwayat kredit di SLIK (nasabah baru),1.0,LTV agunan 16251% dari pinjaman,0.46,"Omset tumbuh +13.2% (2024→2025), margin laba 3.0%",0.951,"Saldo rata-rata 23.3x omset bulanan, saldo real-time 20.6x omset bulanan",0.704,Layak,Hijau,KMK,75000000,12,9.5,Layak tapi Financial tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202602521,3674015703792521,PT Kusuma Jaya,Yanti Firmansyah,Kuliner,Katering,Jawa Barat,Tangerang Selatan,KCP Tebet,Region 3,RM0002,Krisna Permana,KCP Tebet,Senior RB,150000000,Tanah,2629494000,17.53,3.0,-0.1159,0.0747,2.0,Tidak,1968177,1949609,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 2 bank,1.0,LTV agunan 1753% dari pinjaman,0.43,"Omset menurun -11.6% (2024→2025), margin laba 7.5%",0.132,"Saldo rata-rata 2.8x omset bulanan, saldo real-time 2.7x omset bulanan",0.667,Layak Bersyarat,Kuning,KMK,150000000,12,12.0,"Layak bersyarat karena Financial, Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Diterima
APP202602522,3271011105872522,UD Lubis Sejahtera,Dimas Saputra,Kuliner,Restoran,Jawa Barat,Bogor,KCP Bekasi Barat,Region 4,RM0011,Indah Firmansyah,KCP Bekasi Barat,Senior RB,150000000,Ruko,5376617000,35.84,3.0,-0.0375,0.041,5.0,Ya,30612163,51262811,True,0.0,Kolektibilitas terburuk: Macet di 3 bank — riwayat Macet ditemukan,0.2,LTV agunan 3584% dari pinjaman — nama sertifikat TIDAK sesuai pemilik (butuh verifikasi manual),0.387,"Omset menurun -3.8% (2024→2025), margin laba 4.1%",0.8,"Saldo rata-rata 20.5x omset bulanan, saldo real-time 34.4x omset bulanan, overdraft 2x dalam 6 bulan",,Tidak Layak,Merah,-,0,0,,Tidak layak karena nasabah terdaftar di Daftar Hitam Nasional (Kredit macet yang belum diselesaikan).,Tidak layak karena,Ditolak
APP202602523,3276012610822523,CV Wibowo Makmur,Agus Pratama,Perdagangan,Grosir Pakaian,Jawa Barat,Depok,KCP Bekasi Barat,Region 4,RM0012,Ika Tanjung,KCP Bekasi Barat,Junior RB,100000000,Ruko,3872520000,38.73,3.0,0.2639,0.0826,1.0,Tidak,2600505,2950285,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 3873% dari pinjaman,0.679,"Omset tumbuh +26.4% (2024→2025), margin laba 8.3%",0.133,"Saldo rata-rata 2.6x omset bulanan, saldo real-time 3.0x omset bulanan",0.825,Layak,Hijau,KMK,100000000,12,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202602524,3172014802972524,PT Halim Sejahtera,Fitri Nugroho,Manufaktur,Konveksi,DKI Jakarta,Jakarta Utara,KCP Depok Margonda,Region 2,RM0013,Krisna Permana,KCP Depok Margonda,Junior RB,150000000,Ruko,3410396000,22.74,1.49,0.1034,0.1571,0.0,Tidak,67231881,87220084,True,0.6,Belum memiliki riwayat kredit di SLIK (nasabah baru),1.0,LTV agunan 2274% dari pinjaman,0.762,"Omset tumbuh +10.3% (2024→2025), margin laba 15.7%",1.0,"Saldo rata-rata 21.4x omset bulanan, saldo real-time 27.8x omset bulanan",0.788,Layak,Hijau,KMK,150000000,12,9.5,"Layak karena seluruh komponen (Character 0.60, Financial 0.76, Collateral 1.00, Cashflow 1.00) berada di zona aman.",Layak karena,Diterima
APP202602525,3175015011852525,UD Hidayat Jaya,Wulan Tanjung,Manufaktur,Konveksi,DKI Jakarta,Jakarta Timur,KCP Cikini,Region 3,RM0026,Agus Santoso,KCP Cikini,Senior RB,50000000,Rumah,1431312000,28.63,3.0,0.2135,0.1229,1.0,Tidak,9669849,9858031,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 2863% dari pinjaman,0.756,"Omset tumbuh +21.3% (2024→2025), margin laba 12.3%",0.689,"Saldo rata-rata 14.2x omset bulanan, saldo real-time 14.5x omset bulanan",0.896,Layak,Hijau,KMK,50000000,12,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.76, Collateral 1.00, Cashflow 0.69) berada di zona aman.",Layak karena,Diterima
APP202602526,3671015110672526,UD Susanto Abadi,Tri Tanjung,Manufaktur,Furniture,Banten,Tangerang,KCP Kelapa Gading,Region 4,RM0005,Bayu Situmorang,KCP Kelapa Gading,Senior RB,75000000,Tanah,9754030000,130.05,1.25,-0.1458,0.1075,1.0,Tidak,23193101,16220449,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 13005% dari pinjaman,0.499,"Omset menurun -14.6% (2024→2025), margin laba 10.8%",0.059,"Saldo rata-rata 6.3x omset bulanan, saldo real-time 4.4x omset bulanan, overdraft 2x dalam 6 bulan",0.769,Layak,Hijau,KMK,75000000,12,9.5,"Layak tapi Financial, Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.",Layak tapi,Diterima
APP202602527,3276015509712527,UD Panjaitan Jaya,Fitri Hidayat,Kuliner,Bakery,Jawa Barat,Depok,KCP Depok Margonda,Region 2,RM0013,Krisna Permana,KCP Depok Margonda,Junior RB,50000000,Rumah,10175122000,203.5,1.18,0.2739,0.1702,4.0,Tidak,34840522,50763445,True,0.2,Kolektibilitas terburuk: Diragukan di 3 bank,1.0,LTV agunan 20350% dari pinjaman,0.864,"Omset tumbuh +27.4% (2024→2025), margin laba 17.0%",0.694,"Saldo rata-rata 12.0x omset bulanan, saldo real-time 17.4x omset bulanan",0.639,Layak Bersyarat,Kuning,KMK,50000000,12,12.0,Layak bersyarat karena Character — disarankan tambahan agunan/penjamin atau plafon diturunkan.,Layak bersyarat karena,Ditolak
APP202602528,3175014709982528,PT Nugroho Jaya,Yanti Pratama,Pertanian,Distributor Hasil Tani,DKI Jakarta,Jakarta Timur,KCP Cibubur,Region 2,RM0039,Slamet Hutapea,KCP Cibubur,Senior RB,750000000,Ruko,4337273000,5.78,3.0,0.1281,0.0995,1.0,Tidak,13833863,13414135,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 578% dari pinjaman,0.642,"Omset tumbuh +12.8% (2024→2025), margin laba 10.0%",0.865,"Saldo rata-rata 18.3x omset bulanan, saldo real-time 17.7x omset bulanan",0.873,Layak,Hijau,KI,750000000,36,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.64, Collateral 1.00, Cashflow 0.86) berada di zona aman.",Layak karena,Diterima
APP202602529,3671012505712529,CV Susanto Makmur,Arif Hutapea,Perdagangan,Grosir Pakaian,Banten,Tangerang,KCP Pluit,Region 2,RM0036,Yanti Susanto,KCP Pluit,Junior RB,75000000,Ruko,1645579000,21.94,3.0,0.4303,0.0496,3.0,Tidak,8764057,11787484,True,0.45,Kolektibilitas terburuk: Kurang Lancar di 2 bank,1.0,LTV agunan 2194% dari pinjaman,0.69,"Omset tumbuh +43.0% (2024→2025), margin laba 5.0%",0.206,"Saldo rata-rata 7.3x omset bulanan, saldo real-time 9.8x omset bulanan, overdraft 2x dalam 6 bulan",0.643,Layak Bersyarat,Kuning,KMK,75000000,12,12.0,"Layak bersyarat karena Character, Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Diterima
APP202602530,3174011205932530,CV Wibowo Makmur,Bayu Situmorang,Perdagangan,Distributor Elektronik,DKI Jakarta,Jakarta Selatan,KCP Kelapa Gading,Region 1,RM0005,Bayu Situmorang,KCP Kelapa Gading,Senior RB,50000000,Ruko,4639932000,92.8,2.68,0.1914,0.0667,1.0,Tidak,6760621,12087897,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,1.0,LTV agunan 9280% dari pinjaman,0.593,"Omset tumbuh +19.1% (2024→2025), margin laba 6.7%",0.096,"Saldo rata-rata 1.5x omset bulanan, saldo real-time 2.6x omset bulanan",0.8,Layak,Hijau,KMK,50000000,12,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202602531,3173011407692531,UD Rahman Abadi,Wahyu Suryadi,Manufaktur,Konveksi,DKI Jakarta,Jakarta Barat,KCP Cikini,Region 1,RM0028,Agus Firmansyah,KCP Cikini,Junior RB,200000000,Ruko,3767463000,18.84,3.0,-0.1109,0.1757,1.0,Tidak,16601528,29872410,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 1884% dari pinjaman,0.633,"Omset menurun -11.1% (2024→2025), margin laba 17.6%",0.834,"Saldo rata-rata 12.8x omset bulanan, saldo real-time 23.1x omset bulanan",0.88,Layak,Hijau,KI,200000000,36,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.63, Collateral 1.00, Cashflow 0.83) berada di zona aman.",Layak karena,Diterima
APP202602532,3271016707782532,UD Simanjuntak Mandiri,Maya Hutapea,Pertanian,Peternakan Ayam,Jawa Barat,Bogor,KCP Kemang,Region 2,RM0032,Tri Permana,KCP Kemang,Senior RB,750000000,Rumah,1976389000,2.64,3.0,0.2066,0.1079,1.0,Tidak,27933950,36265090,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 264% dari pinjaman,0.712,"Omset tumbuh +20.7% (2024→2025), margin laba 10.8%",0.653,"Saldo rata-rata 12.0x omset bulanan, saldo real-time 15.6x omset bulanan",0.869,Layak,Hijau,KI,750000000,36,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.71, Collateral 1.00, Cashflow 0.65) berada di zona aman.",Layak karena,Diterima
APP202602533,3276017012962533,CV Hidayat Sejahtera,Lestari Santoso,Kuliner,Restoran,Jawa Barat,Depok,KCP Tangerang BSD,Region 4,RM0023,Anton Saputra,KCP Tangerang BSD,Junior RB,150000000,Rumah,7970078000,53.13,3.0,-0.028,0.1106,1.0,Tidak,13012080,16279937,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 5313% dari pinjaman,0.578,"Omset menurun -2.8% (2024→2025), margin laba 11.1%",0.562,"Saldo rata-rata 12.4x omset bulanan, saldo real-time 15.5x omset bulanan, overdraft 1x dalam 6 bulan",0.835,Layak,Hijau,KMK,150000000,12,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.58, Collateral 1.00, Cashflow 0.56) berada di zona aman.",Layak karena,Diterima
APP202602534,3172011212892534,UD Suryadi Mandiri,Wahyu Panjaitan,Jasa,Bengkel,DKI Jakarta,Jakarta Utara,KCP Cikini,Region 3,RM0028,Agus Firmansyah,KCP Cikini,Junior RB,100000000,Ruko,9464853000,94.65,1.29,0.1752,0.1435,1.0,Tidak,51527490,59470868,True,1.0,Kolektibilitas terburuk: Lancar di 3 bank,1.0,LTV agunan 9465% dari pinjaman,0.788,"Omset tumbuh +17.5% (2024→2025), margin laba 14.3%",0.427,"Saldo rata-rata 8.3x omset bulanan, saldo real-time 9.6x omset bulanan",0.882,Layak,Hijau,KMK,100000000,12,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202602535,3175011001662535,CV Rahman Mandiri,Sutrisno Hidayat,Manufaktur,Furniture,DKI Jakarta,Jakarta Timur,KCP Depok Margonda,Region 1,RM0016,Suryani Setiawan,KCP Depok Margonda,Junior RB,200000000,Rumah,3321941000,16.61,3.0,0.039,0.09,2.0,Tidak,7954113,13892606,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 1 bank,1.0,LTV agunan 1661% dari pinjaman,0.563,"Omset tumbuh +3.9% (2024→2025), margin laba 9.0%",0.461,"Saldo rata-rata 7.2x omset bulanan, saldo real-time 12.5x omset bulanan",0.737,Layak,Hijau,KI,200000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202602536,3174016509702536,CV Kurniawan Mandiri,Retno Halim,Manufaktur,Pengolahan Makanan Ringan,DKI Jakarta,Jakarta Selatan,KCP Depok Margonda,Region 3,RM0014,Ani Nugroho,KCP Depok Margonda,Junior RB,300000000,Rumah,9522478000,31.74,3.0,0.1495,0.163,1.0,Tidak,43042365,59379494,True,1.0,Kolektibilitas terburuk: Lancar di 3 bank,1.0,LTV agunan 3174% dari pinjaman,0.79,"Omset tumbuh +14.9% (2024→2025), margin laba 16.3%",0.942,"Saldo rata-rata 17.0x omset bulanan, saldo real-time 23.4x omset bulanan",0.93,Layak,Hijau,KI,300000000,36,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.79, Collateral 1.00, Cashflow 0.94) berada di zona aman.",Layak karena,Diterima
APP202602537,3175014403872537,UD Tanjung Abadi,Sari Suryadi,Pertanian,Distributor Hasil Tani,DKI Jakarta,Jakarta Timur,KCP Tebet,Region 1,RM0002,Krisna Permana,KCP Tebet,Senior RB,500000000,Tanah,4468984000,8.94,3.0,0.0879,0.2136,2.0,Tidak,1214366,868657,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 1 bank,1.0,LTV agunan 894% dari pinjaman,0.753,"Omset tumbuh +8.8% (2024→2025), margin laba 21.4%",0.045,"Saldo rata-rata 1.1x omset bulanan, saldo real-time 0.8x omset bulanan",0.731,Layak,Hijau,KI,500000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202602538,3171010309882538,UD Kurniawan Sejahtera,Bayu Panjaitan,Pertanian,Peternakan Ayam,DKI Jakarta,Jakarta Pusat,KCP Cibubur,Region 1,RM0040,Tri Wibowo,KCP Cibubur,Junior RB,500000000,Rumah,3744571000,7.49,3.0,-0.1803,0.1078,3.0,Tidak,5628106,9917166,True,0.45,Kolektibilitas terburuk: Kurang Lancar di 3 bank,1.0,LTV agunan 749% dari pinjaman,0.479,"Omset menurun -18.0% (2024→2025), margin laba 10.8%",0.169,"Saldo rata-rata 2.6x omset bulanan, saldo real-time 4.6x omset bulanan",0.57,Layak Bersyarat,Kuning,KI,500000000,36,12.0,"Layak bersyarat karena Character, Financial, Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Ditolak
APP202602539,3276015605952539,CV Simanjuntak Makmur,Maya Siregar,Pertanian,Peternakan Ayam,Jawa Barat,Depok,KCP Depok Margonda,Region 1,RM0014,Ani Nugroho,KCP Depok Margonda,Junior RB,100000000,Rumah,2931765000,29.32,3.0,0.3104,0.0618,1.0,Tidak,10199154,12009724,True,1.0,Kolektibilitas terburuk: Lancar di 3 bank,1.0,LTV agunan 2932% dari pinjaman,0.651,"Omset tumbuh +31.0% (2024→2025), margin laba 6.2%",0.465,"Saldo rata-rata 9.0x omset bulanan, saldo real-time 10.5x omset bulanan",0.835,Layak,Hijau,KMK,100000000,12,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202602540,3275014801742540,PT Gunawan Mandiri,Suryani Simanjuntak,Jasa,Laundry,Jawa Barat,Bekasi,KCP Kemang,Region 4,RM0031,Yanti Suryadi,KCP Kemang,Junior RB,50000000,Ruko,3059973000,61.2,3.0,0.0177,0.0959,1.0,Tidak,16269968,29131199,True,1.0,Kolektibilitas terburuk: Lancar di 3 bank,1.0,LTV agunan 6120% dari pinjaman,0.566,"Omset stagnan +1.8% (2024→2025), margin laba 9.6%",0.838,"Saldo rata-rata 13.0x omset bulanan, saldo real-time 23.2x omset bulanan",0.867,Layak,Hijau,KMK,50000000,12,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.57, Collateral 1.00, Cashflow 0.84) berada di zona aman.",Layak karena,Diterima
APP202602541,3172010301872541,CV Susanto Sejahtera,Andi Handoko,Kuliner,Warung Makan,DKI Jakarta,Jakarta Utara,KCP Bekasi Barat,Region 3,RM0011,Indah Firmansyah,KCP Bekasi Barat,Senior RB,100000000,Tanah,6238876000,62.39,3.0,0.1445,0.1101,1.0,Tidak,27963836,4266167,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 6239% dari pinjaman,0.68,"Omset tumbuh +14.4% (2024→2025), margin laba 11.0%",0.094,"Saldo rata-rata 15.1x omset bulanan, saldo real-time 2.3x omset bulanan, overdraft 2x dalam 6 bulan, memiliki rekening dormant",0.813,Layak,Hijau,KMK,100000000,12,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202602542,3276012008952542,PT Situmorang Makmur,Slamet Lubis,Manufaktur,Pengolahan Makanan Ringan,Jawa Barat,Depok,KCP Cibubur,Region 4,RM0039,Slamet Hutapea,KCP Cibubur,Senior RB,150000000,Ruko,3476079000,23.17,3.0,0.1679,0.0675,1.0,Tidak,42084817,49207949,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,1.0,LTV agunan 2317% dari pinjaman,0.581,"Omset tumbuh +16.8% (2024→2025), margin laba 6.8%",1.0,"Saldo rata-rata 20.2x omset bulanan, saldo real-time 23.7x omset bulanan",0.883,Layak,Hijau,KMK,150000000,12,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.58, Collateral 1.00, Cashflow 1.00) berada di zona aman.",Layak karena,Diterima
