rm_id,n_nasabah,n_diterima,avg_eligibility_score,std_eligibility_score,total_loan_requested,total_approved_credit,dominant_industry,dominant_sub_industry,dominant_region,n_industry,n_sub_industry,n_region,approval_rate,rm_name,branch_name,region,jabatan,level,kapasitas_max_nasabah,join_date,rm_label,cluster_id,jaccard_strength,value_centrality_credit
RM0250,11,8,0.6170909090909091,0.10903343940778402,3750000000,2850000000.0,Kuliner,Peternakan Ayam,Region 3,5,8,4,0.7272727272727273,Yusuf Susanto,KCP Depok Margonda,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,12,2020-07-25,Yusuf Susanto,1,0.08604963368678975,249875000000.0
RM0251,17,16,0.7024705882352942,0.09331205552275845,6100000000,5950000000.0,Perdagangan,Toko Sembako,Region 4,6,13,4,0.9411764705882353,Joko Siregar,KCP Depok Margonda,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,24,2022-02-23,Joko Siregar,1,0.08871752622553124,376700000000.0
RM0252,15,12,0.6716,0.16703840448061208,5700000000,4100000000.0,Transportasi,Rental Kendaraan,Region 2,6,11,4,0.8,Ahmad Pratama,KCP Depok Margonda,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,17,2019-01-04,Ahmad Pratama,2,0.08848581163822607,318625000000.0
RM0253,19,17,0.6759999999999999,0.07985194633403328,5750000000,5400000000.0,Kuliner,Bakery,Region 1,6,13,4,0.8947368421052632,Budi Nugroho,KCP Depok Margonda,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,23,2023-11-19,Budi Nugroho,1,0.0846772454576551,356850000000.0
RM0254,6,5,0.6776666666666666,0.13625074923341401,1750000000,1250000000.0,Kuliner,Grosir Pakaian,Region 1,4,5,2,0.8333333333333334,Dian Pratama,KCP Depok Beji,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,7,2018-11-13,Dian Pratama (RM0254),3,0.051343592077560785,103200000000.0
RM0255,13,12,0.6912307692307693,0.08926473160040478,3100000000,2950000000.0,Manufaktur,Pengolahan Makanan Ringan,Region 4,6,10,3,0.9230769230769231,Dimas Panjaitan,KCP Depok Beji,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,15,2018-10-12,Dimas Panjaitan,0,0.08445672255193683,241375000000.0
RM0256,10,10,0.7367,0.08680764175270902,2250000000,2250000000.0,Transportasi,Rental Kendaraan,Region 2,6,9,4,1.0,Sutrisno Handoko,KCP Depok Beji,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,14,2016-05-09,Sutrisno Handoko,2,0.07935707443923684,210700000000.0
RM0257,17,13,0.6607647058823529,0.146873895490215,7850000000,6000000000.0,Manufaktur,Pengolahan Makanan Ringan,Region 4,6,13,4,0.7647058823529411,Anton Tanjung,KCP Depok Beji,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,19,2016-12-24,Anton Tanjung,0,0.10024426945788459,433100000000.0
RM0258,3,3,0.7116666666666666,0.1295080435082445,1600000000,1600000000.0,Jasa,Jasa Konstruksi Kecil,Region 4,3,3,2,1.0,Novi Tanjung,KCP Depok Beji,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,6,2024-02-23,Novi Tanjung (RM0258),2,0.0391983188644596,114750000000.0
RM0259,6,6,0.6853333333333333,0.08113609965155258,4075000000,4075000000.0,Kuliner,Bakery,Region 4,5,5,3,1.0,Anton Firmansyah,KCP Sawangan,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,8,2023-01-18,Anton Firmansyah,1,0.04830798704797298,196700000000.0
RM0260,6,5,0.6638333333333334,0.11794136961501961,2400000000,1650000000.0,Jasa,Percetakan,Region 3,4,5,4,0.8333333333333334,Irfan Permana,KCP Sawangan,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,9,2024-05-29,Irfan Permana,3,0.055949594511774114,128300000000.0
RM0261,7,7,0.7142857142857143,0.08573936141142002,2350000000,2350000000.0,Perdagangan,Grosir Pakaian,Region 4,4,6,3,1.0,Nina Panjaitan,KCP Sawangan,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,7,2022-01-15,Nina Panjaitan,2,0.0742487754208259,179575000000.0
